,date,county,city,age_group,population,atleast_onedose,fully_vaccinated,boosted,boosted_second,partially_vaccinated
184442,2022-06-07,Suffolk,Chelsea,30-49 Years,11744.0,14007.0,11622.0,4950.0,,2385.0
184443,2022-06-07,Suffolk,Chelsea,50-64 Years,5861.0,7062.0,6024.0,3670.0,,1038.0
184444,2022-06-07,Suffolk,Chelsea,65-74 Years,2092.0,2531.0,2237.0,1634.0,,294.0
184445,2022-06-07,Suffolk,Chelsea,75+ Years,1471.0,1712.0,1482.0,1132.0,,230.0
184446,2022-06-07,Suffolk,Chelsea,Total,36918.0,39045.0,32052.0,14078.0,,6993.0
187471,2022-06-14,Suffolk,Chelsea,5-11 Years,3144.0,2251.0,1601.0,29.0,,650.0
187472,2022-06-14,Suffolk,Chelsea,12-15 Years,1768.0,2271.0,1875.0,429.0,,396.0
187473,2022-06-14,Suffolk,Chelsea,16-19 Years,1762.0,2283.0,1747.0,569.0,,536.0
187474,2022-06-14,Suffolk,Chelsea,20-29 Years,6170.0,6957.0,5497.0,1754.0,,1460.0
187475,2022-06-14,Suffolk,Chelsea,30-49 Years,11744.0,14010.0,11625.0,4969.0,,2385.0
187476,2022-06-14,Suffolk,Chelsea,50-64 Years,5861.0,7063.0,6029.0,3682.0,,1034.0
187477,2022-06-14,Suffolk,Chelsea,65-74 Years,2092.0,2531.0,2239.0,1640.0,,292.0
187478,2022-06-14,Suffolk,Chelsea,75+ Years,1471.0,1713.0,1481.0,1135.0,,232.0
187479,2022-06-14,Suffolk,Chelsea,Total,36918.0,39080.0,32094.0,14207.0,,6986.0
190504,2022-06-21,Suffolk,Chelsea,5-11 Years,3144.0,2267.0,1617.0,42.0,,650.0
190505,2022-06-21,Suffolk,Chelsea,12-15 Years,1768.0,2273.0,1881.0,442.0,,392.0
190506,2022-06-21,Suffolk,Chelsea,16-19 Years,1762.0,2285.0,1748.0,576.0,,537.0
190507,2022-06-21,Suffolk,Chelsea,20-29 Years,6170.0,6971.0,5505.0,1770.0,,1466.0
190508,2022-06-21,Suffolk,Chelsea,30-49 Years,11744.0,14009.0,11623.0,4992.0,,2386.0
190509,2022-06-21,Suffolk,Chelsea,50-64 Years,5861.0,7069.0,6027.0,3702.0,,1042.0
190510,2022-06-21,Suffolk,Chelsea,65-74 Years,2092.0,2531.0,2241.0,1651.0,,290.0
190511,2022-06-21,Suffolk,Chelsea,75+ Years,1471.0,1716.0,1492.0,1149.0,,224.0
190512,2022-06-21,Suffolk,Chelsea,Total,36918.0,39122.0,32134.0,14324.0,,6988.0
193811,2022-06-28,Suffolk,Chelsea,0-4 Years,3012.0,22.0,,,,22.0
193812,2022-06-28,Suffolk,Chelsea,5-11 Years,3144.0,2280.0,1633.0,59.0,,647.0
193813,2022-06-28,Suffolk,Chelsea,12-15 Years,1768.0,2271.0,1883.0,454.0,,388.0
193814,2022-06-28,Suffolk,Chelsea,16-19 Years,1762.0,2296.0,1755.0,580.0,,541.0
193815,2022-06-28,Suffolk,Chelsea,20-29 Years,6169.0,6975.0,5505.0,1782.0,,1470.0
193816,2022-06-28,Suffolk,Chelsea,30-49 Years,11744.0,14010.0,11624.0,5018.0,,2386.0
193817,2022-06-28,Suffolk,Chelsea,50-64 Years,5861.0,7068.0,6030.0,3724.0,,1038.0
193818,2022-06-28,Suffolk,Chelsea,65-74 Years,2091.0,2533.0,2248.0,1663.0,,285.0
193819,2022-06-28,Suffolk,Chelsea,75+ Years,1470.0,1717.0,1495.0,1159.0,,222.0
193820,2022-06-28,Suffolk,Chelsea,Total,36918.0,39172.0,32173.0,14439.0,,6999.0
197181,2022-07-05,Suffolk,Chelsea,0-4 Years,3012.0,42.0,,,,42.0
197182,2022-07-05,Suffolk,Chelsea,5-11 Years,3144.0,2291.0,1640.0,69.0,,651.0
197183,2022-07-05,Suffolk,Chelsea,12-15 Years,1768.0,2271.0,1883.0,458.0,,388.0
197184,2022-07-05,Suffolk,Chelsea,16-19 Years,1762.0,2299.0,1755.0,586.0,,544.0
197185,2022-07-05,Suffolk,Chelsea,20-29 Years,6169.0,6979.0,5508.0,1786.0,,1471.0
197186,2022-07-05,Suffolk,Chelsea,30-49 Years,11744.0,14011.0,11624.0,5030.0,,2387.0
197187,2022-07-05,Suffolk,Chelsea,50-64 Years,5861.0,7066.0,6032.0,3736.0,,1034.0
197188,2022-07-05,Suffolk,Chelsea,65-74 Years,2091.0,2535.0,2251.0,1668.0,,284.0
197189,2022-07-05,Suffolk,Chelsea,75+ Years,1470.0,1718.0,1499.0,1163.0,,219.0
197190,2022-07-05,Suffolk,Chelsea,Total,36918.0,39212.0,32192.0,14496.0,,7020.0
200551,2022-07-12,Suffolk,Chelsea,0-4 Years,3243.0,68.0,,,,
200552,2022-07-12,Suffolk,Chelsea,5-11 Years,3649.0,2303.0,1656.0,84.0,,
200553,2022-07-12,Suffolk,Chelsea,12-15 Years,1955.0,2272.0,1885.0,470.0,1.0,
200554,2022-07-12,Suffolk,Chelsea,16-19 Years,1897.0,2300.0,1759.0,595.0,1.0,
200555,2022-07-12,Suffolk,Chelsea,20-29 Years,6620.0,6983.0,5510.0,1791.0,15.0,
200556,2022-07-12,Suffolk,Chelsea,30-49 Years,13206.0,14013.0,11625.0,5035.0,100.0,
200557,2022-07-12,Suffolk,Chelsea,50-64 Years,6376.0,7066.0,6032.0,3746.0,722.0,
200558,2022-07-12,Suffolk,Chelsea,65-74 Years,2242.0,2535.0,2251.0,1672.0,620.0,
200559,2022-07-12,Suffolk,Chelsea,75+ Years,1595.0,1716.0,1499.0,1166.0,554.0,
200560,2022-07-12,Suffolk,Chelsea,Total,40787.0,39256.0,32217.0,14559.0,2013.0,
203921,2022-07-19,Suffolk,Chelsea,0-4 Years,3243.0,100.0,2.0,,,
203922,2022-07-19,Suffolk,Chelsea,5-11 Years,3650.0,2332.0,1676.0,113.0,,
203923,2022-07-19,Suffolk,Chelsea,12-15 Years,1955.0,2278.0,1888.0,480.0,1.0,
203924,2022-07-19,Suffolk,Chelsea,16-19 Years,1897.0,2302.0,1760.0,605.0,1.0,
203925,2022-07-19,Suffolk,Chelsea,20-29 Years,6620.0,6990.0,5514.0,1806.0,15.0,
203926,2022-07-19,Suffolk,Chelsea,30-49 Years,13206.0,14013.0,11621.0,5051.0,107.0,
203927,2022-07-19,Suffolk,Chelsea,50-64 Years,6377.0,7073.0,6038.0,3768.0,768.0,
203928,2022-07-19,Suffolk,Chelsea,65-74 Years,2243.0,2538.0,2256.0,1684.0,644.0,
203929,2022-07-19,Suffolk,Chelsea,75+ Years,1595.0,1715.0,1500.0,1171.0,564.0,
203930,2022-07-19,Suffolk,Chelsea,Total,40787.0,39341.0,32255.0,14678.0,2100.0,
207291,2022-07-26,Suffolk,Chelsea,0-4 Years,3243.0,127.0,11.0,,,
207292,2022-07-26,Suffolk,Chelsea,5-11 Years,3649.0,2347.0,1687.0,131.0,,
207293,2022-07-26,Suffolk,Chelsea,12-15 Years,1955.0,2284.0,1893.0,490.0,1.0,
207294,2022-07-26,Suffolk,Chelsea,16-19 Years,1897.0,2306.0,1765.0,612.0,1.0,
207295,2022-07-26,Suffolk,Chelsea,20-29 Years,6620.0,6996.0,5523.0,1822.0,16.0,
207296,2022-07-26,Suffolk,Chelsea,30-49 Years,13206.0,14018.0,11627.0,5075.0,112.0,
207297,2022-07-26,Suffolk,Chelsea,50-64 Years,6376.0,7071.0,6036.0,3790.0,819.0,
207298,2022-07-26,Suffolk,Chelsea,65-74 Years,2242.0,2538.0,2261.0,1693.0,679.0,
207299,2022-07-26,Suffolk,Chelsea,75+ Years,1595.0,1715.0,1501.0,1178.0,581.0,
207300,2022-07-26,Suffolk,Chelsea,Total,40787.0,39402.0,32304.0,14791.0,2209.0,
210661,2022-08-02,Suffolk,Chelsea,0-4 Years,3243.0,156.0,7.0,0.0,0.0,
210662,2022-08-02,Suffolk,Chelsea,5-11 Years,3650.0,2359.0,1695.0,152.0,0.0,
210663,2022-08-02,Suffolk,Chelsea,12-15 Years,1955.0,2281.0,1897.0,502.0,1.0,
210664,2022-08-02,Suffolk,Chelsea,16-19 Years,1897.0,2305.0,1766.0,622.0,2.0,
210665,2022-08-02,Suffolk,Chelsea,20-29 Years,6620.0,6989.0,5524.0,1833.0,18.0,
210666,2022-08-02,Suffolk,Chelsea,30-49 Years,13206.0,14011.0,11629.0,5094.0,117.0,
210667,2022-08-02,Suffolk,Chelsea,50-64 Years,6377.0,7071.0,6036.0,3805.0,867.0,
210668,2022-08-02,Suffolk,Chelsea,65-74 Years,2243.0,2540.0,2261.0,1699.0,694.0,
210669,2022-08-02,Suffolk,Chelsea,75+ Years,1595.0,1717.0,1503.0,1182.0,592.0,
210670,2022-08-02,Suffolk,Chelsea,Total,40787.0,39429.0,32318.0,14889.0,2291.0,
214031,2022-08-09,Suffolk,Chelsea,0-4 Years,3243.0,178.0,13.0,0.0,0.0,
214032,2022-08-09,Suffolk,Chelsea,5-11 Years,3650.0,2370.0,1710.0,166.0,0.0,
214033,2022-08-09,Suffolk,Chelsea,12-15 Years,1955.0,2282.0,1898.0,510.0,1.0,
214034,2022-08-09,Suffolk,Chelsea,16-19 Years,1897.0,2305.0,1766.0,628.0,5.0,
214035,2022-08-09,Suffolk,Chelsea,20-29 Years,6620.0,6988.0,5525.0,1842.0,18.0,
214036,2022-08-09,Suffolk,Chelsea,30-49 Years,13206.0,14006.0,11634.0,5108.0,124.0,
214037,2022-08-09,Suffolk,Chelsea,50-64 Years,6377.0,7073.0,6039.0,3821.0,899.0,
214038,2022-08-09,Suffolk,Chelsea,65-74 Years,2243.0,2540.0,2264.0,1704.0,712.0,
214039,2022-08-09,Suffolk,Chelsea,75+ Years,1595.0,1717.0,1505.0,1185.0,609.0,
214040,2022-08-09,Suffolk,Chelsea,Total,40787.0,39459.0,32354.0,14964.0,2368.0,
217401,2022-08-16,Suffolk,Chelsea,0-4 Years,3243.0,208.0,19.0,0.0,0.0,
217402,2022-08-16,Suffolk,Chelsea,5-11 Years,3650.0,2396.0,1732.0,195.0,0.0,
217403,2022-08-16,Suffolk,Chelsea,12-15 Years,1955.0,2292.0,1905.0,527.0,1.0,
217404,2022-08-16,Suffolk,Chelsea,16-19 Years,1897.0,2304.0,1765.0,642.0,5.0,
217405,2022-08-16,Suffolk,Chelsea,20-29 Years,6620.0,7001.0,5531.0,1849.0,20.0,
217406,2022-08-16,Suffolk,Chelsea,30-49 Years,13206.0,14014.0,11639.0,5139.0,128.0,
217407,2022-08-16,Suffolk,Chelsea,50-64 Years,6377.0,7071.0,6046.0,3836.0,924.0,
217408,2022-08-16,Suffolk,Chelsea,65-74 Years,2243.0,2541.0,2265.0,1706.0,726.0,
217409,2022-08-16,Suffolk,Chelsea,75+ Years,1595.0,1716.0,1504.0,1186.0,612.0,
217410,2022-08-16,Suffolk,Chelsea,Total,40787.0,39543.0,32406.0,15080.0,2416.0,
220771,2022-08-23,Suffolk,Chelsea,0-4 Years,3243.0,226.0,22.0,0.0,0.0,
220772,2022-08-23,Suffolk,Chelsea,5-11 Years,3649.0,2402.0,1749.0,208.0,0.0,
220773,2022-08-23,Suffolk,Chelsea,12-15 Years,1955.0,2290.0,1904.0,543.0,1.0,
220774,2022-08-23,Suffolk,Chelsea,16-19 Years,1897.0,2310.0,1769.0,654.0,5.0,
220775,2022-08-23,Suffolk,Chelsea,20-29 Years,6620.0,7001.0,5533.0,1861.0,20.0,
220776,2022-08-23,Suffolk,Chelsea,30-49 Years,13206.0,14020.0,11648.0,5161.0,130.0,
220777,2022-08-23,Suffolk,Chelsea,50-64 Years,6376.0,7068.0,6047.0,3856.0,953.0,
220778,2022-08-23,Suffolk,Chelsea,65-74 Years,2242.0,2540.0,2267.0,1711.0,740.0,
220779,2022-08-23,Suffolk,Chelsea,75+ Years,1595.0,1716.0,1504.0,1187.0,617.0,
220780,2022-08-23,Suffolk,Chelsea,Total,40787.0,39573.0,32443.0,15181.0,2466.0,
224141,2022-08-30,Suffolk,Chelsea,0-4 Years,3243.0,247.0,23.0,0.0,0.0,
224142,2022-08-30,Suffolk,Chelsea,5-11 Years,3649.0,2422.0,1760.0,220.0,0.0,
224143,2022-08-30,Suffolk,Chelsea,12-15 Years,1955.0,2297.0,1910.0,558.0,1.0,
224144,2022-08-30,Suffolk,Chelsea,16-19 Years,1897.0,2312.0,1773.0,667.0,5.0,
224145,2022-08-30,Suffolk,Chelsea,20-29 Years,6620.0,7011.0,5537.0,1870.0,21.0,
224146,2022-08-30,Suffolk,Chelsea,30-49 Years,13206.0,14030.0,11651.0,5177.0,132.0,
224147,2022-08-30,Suffolk,Chelsea,50-64 Years,6376.0,7068.0,6047.0,3861.0,975.0,
224148,2022-08-30,Suffolk,Chelsea,65-74 Years,2242.0,2542.0,2268.0,1716.0,746.0,
224149,2022-08-30,Suffolk,Chelsea,75+ Years,1595.0,1719.0,1506.0,1190.0,624.0,
224150,2022-08-30,Suffolk,Chelsea,Total,40787.0,39648.0,32475.0,15259.0,2504.0,
227511,2022-09-06,Suffolk,Chelsea,0-4 Years,3243.0,266.0,26.0,0.0,0.0,
227512,2022-09-06,Suffolk,Chelsea,5-11 Years,3649.0,2437.0,1773.0,237.0,0.0,
227513,2022-09-06,Suffolk,Chelsea,12-15 Years,1955.0,2294.0,1911.0,564.0,2.0,
227514,2022-09-06,Suffolk,Chelsea,16-19 Years,1897.0,2310.0,1780.0,678.0,6.0,
227515,2022-09-06,Suffolk,Chelsea,20-29 Years,6620.0,7002.0,5548.0,1884.0,21.0,
227516,2022-09-06,Suffolk,Chelsea,30-49 Years,13206.0,14013.0,11668.0,5211.0,134.0,
227517,2022-09-06,Suffolk,Chelsea,50-64 Years,6376.0,7062.0,6048.0,3871.0,985.0,
227518,2022-09-06,Suffolk,Chelsea,65-74 Years,2242.0,2537.0,2267.0,1720.0,749.0,
227519,2022-09-06,Suffolk,Chelsea,75+ Years,1595.0,1719.0,1505.0,1191.0,627.0,
227520,2022-09-06,Suffolk,Chelsea,Total,40787.0,39640.0,32526.0,15356.0,2524.0,
230881,2022-09-13,Suffolk,Chelsea,0-4 Years,3243.0,297.0,28.0,0.0,0.0,
230882,2022-09-13,Suffolk,Chelsea,5-11 Years,3649.0,2445.0,1788.0,245.0,0.0,
230883,2022-09-13,Suffolk,Chelsea,12-15 Years,1955.0,2285.0,1923.0,574.0,7.0,
230884,2022-09-13,Suffolk,Chelsea,16-19 Years,1897.0,2305.0,1787.0,689.0,9.0,
230885,2022-09-13,Suffolk,Chelsea,20-29 Years,6620.0,6991.0,5555.0,1908.0,33.0,
230886,2022-09-13,Suffolk,Chelsea,30-49 Years,13206.0,13968.0,11684.0,5254.0,179.0,
230887,2022-09-13,Suffolk,Chelsea,50-64 Years,6376.0,7037.0,6045.0,3898.0,1010.0,
230888,2022-09-13,Suffolk,Chelsea,65-74 Years,2242.0,2522.0,2273.0,1732.0,762.0,
230889,2022-09-13,Suffolk,Chelsea,75+ Years,1595.0,1717.0,1503.0,1193.0,628.0,
230890,2022-09-13,Suffolk,Chelsea,Total,40787.0,39567.0,32586.0,15493.0,2628.0,
234251,2022-09-20,Suffolk,Chelsea,0-4 Years,3243.0,325.0,30.0,0.0,0.0,
234252,2022-09-20,Suffolk,Chelsea,5-11 Years,3649.0,2447.0,1803.0,262.0,1.0,
234253,2022-09-20,Suffolk,Chelsea,12-15 Years,1955.0,2281.0,1928.0,586.0,8.0,
234254,2022-09-20,Suffolk,Chelsea,16-19 Years,1897.0,2291.0,1799.0,702.0,12.0,
234255,2022-09-20,Suffolk,Chelsea,20-29 Years,6620.0,6965.0,5574.0,1925.0,40.0,
234256,2022-09-20,Suffolk,Chelsea,30-49 Years,13206.0,13916.0,11707.0,5317.0,203.0,
234257,2022-09-20,Suffolk,Chelsea,50-64 Years,6376.0,7024.0,6048.0,3917.0,1033.0,
234258,2022-09-20,Suffolk,Chelsea,65-74 Years,2242.0,2516.0,2270.0,1740.0,774.0,
234259,2022-09-20,Suffolk,Chelsea,75+ Years,1595.0,1717.0,1505.0,1197.0,638.0,
234260,2022-09-20,Suffolk,Chelsea,Total,40787.0,39482.0,32664.0,15646.0,2709.0,
237621,2022-09-27,Suffolk,Chelsea,0-4 Years,3243.0,338.0,33.0,0.0,0.0,
237622,2022-09-27,Suffolk,Chelsea,5-11 Years,3649.0,2445.0,1818.0,275.0,1.0,
237623,2022-09-27,Suffolk,Chelsea,12-15 Years,1955.0,2288.0,1932.0,602.0,9.0,
237624,2022-09-27,Suffolk,Chelsea,16-19 Years,1897.0,2295.0,1804.0,711.0,20.0,
237625,2022-09-27,Suffolk,Chelsea,20-29 Years,6620.0,6973.0,5575.0,1938.0,51.0,
237626,2022-09-27,Suffolk,Chelsea,30-49 Years,13206.0,13916.0,11714.0,5346.0,258.0,
237627,2022-09-27,Suffolk,Chelsea,50-64 Years,6376.0,7021.0,6051.0,3940.0,1090.0,
237628,2022-09-27,Suffolk,Chelsea,65-74 Years,2242.0,2519.0,2270.0,1744.0,799.0,
237629,2022-09-27,Suffolk,Chelsea,75+ Years,1595.0,1733.0,1506.0,1202.0,660.0,
237630,2022-09-27,Suffolk,Chelsea,Total,40787.0,39528.0,32703.0,15758.0,2888.0,
240991,2022-10-04,Suffolk,Chelsea,0-4 Years,3243.0,353.0,38.0,0.0,0.0,
240992,2022-10-04,Suffolk,Chelsea,5-11 Years,3649.0,2454.0,1830.0,284.0,1.0,
240993,2022-10-04,Suffolk,Chelsea,12-15 Years,1955.0,2287.0,1937.0,615.0,17.0,
240994,2022-10-04,Suffolk,Chelsea,16-19 Years,1897.0,2297.0,1806.0,719.0,30.0,
240995,2022-10-04,Suffolk,Chelsea,20-29 Years,6620.0,6979.0,5581.0,1955.0,72.0,
240996,2022-10-04,Suffolk,Chelsea,30-49 Years,13206.0,13927.0,11732.0,5372.0,342.0,
240997,2022-10-04,Suffolk,Chelsea,50-64 Years,6376.0,7034.0,6058.0,3954.0,1152.0,
240998,2022-10-04,Suffolk,Chelsea,65-74 Years,2242.0,2520.0,2281.0,1757.0,841.0,
240999,2022-10-04,Suffolk,Chelsea,75+ Years,1595.0,1735.0,1517.0,1215.0,691.0,
241000,2022-10-04,Suffolk,Chelsea,Total,40787.0,39586.0,32780.0,15871.0,3146.0,
