,date,county,city,age_group,population,atleast_onedose,fully_vaccinated,boosted,boosted_second,partially_vaccinated
96481,2021-11-16,Suffolk,Chelsea,5-11 Years,3144.0,228.0,,,,228.0
96482,2021-11-16,Suffolk,Chelsea,12-15 Years,1768.0,1787.0,1521.0,,,266.0
96483,2021-11-16,Suffolk,Chelsea,16-19 Years,1762.0,1883.0,1541.0,,,342.0
96484,2021-11-16,Suffolk,Chelsea,20-29 Years,6170.0,5803.0,4828.0,,,975.0
96485,2021-11-16,Suffolk,Chelsea,30-49 Years,11744.0,12588.0,10799.0,,,1789.0
96486,2021-11-16,Suffolk,Chelsea,50-64 Years,5861.0,6519.0,5767.0,,,752.0
96487,2021-11-16,Suffolk,Chelsea,65-74 Years,2092.0,2425.0,2151.0,,,274.0
96488,2021-11-16,Suffolk,Chelsea,75+ Years,1471.0,1659.0,1432.0,,,227.0
96489,2021-11-16,Suffolk,Chelsea,Total,36918.0,32893.0,28039.0,,,4854.0
99514,2021-11-23,Suffolk,Chelsea,5-11 Years,3144.0,487.0,,,,487.0
99515,2021-11-23,Suffolk,Chelsea,12-15 Years,1768.0,1803.0,1533.0,,,270.0
99516,2021-11-23,Suffolk,Chelsea,16-19 Years,1762.0,1898.0,1546.0,,,352.0
99517,2021-11-23,Suffolk,Chelsea,20-29 Years,6170.0,5865.0,4871.0,,,994.0
99518,2021-11-23,Suffolk,Chelsea,30-49 Years,11744.0,12707.0,10849.0,,,1858.0
99519,2021-11-23,Suffolk,Chelsea,50-64 Years,5861.0,6590.0,5781.0,,,809.0
99520,2021-11-23,Suffolk,Chelsea,65-74 Years,2092.0,2453.0,2153.0,,,300.0
99521,2021-11-23,Suffolk,Chelsea,75+ Years,1471.0,1656.0,1424.0,,,232.0
99522,2021-11-23,Suffolk,Chelsea,Total,36918.0,33460.0,28157.0,,,5303.0
102547,2021-11-30,Suffolk,Chelsea,5-11 Years,3144.0,538.0,76.0,,,462.0
102548,2021-11-30,Suffolk,Chelsea,12-15 Years,1768.0,1809.0,1544.0,,,265.0
102549,2021-11-30,Suffolk,Chelsea,16-19 Years,1762.0,1907.0,1555.0,,,352.0
102550,2021-11-30,Suffolk,Chelsea,20-29 Years,6170.0,5902.0,4895.0,,,1007.0
102551,2021-11-30,Suffolk,Chelsea,30-49 Years,11744.0,12786.0,10890.0,,,1896.0
102552,2021-11-30,Suffolk,Chelsea,50-64 Years,5861.0,6649.0,5795.0,,,854.0
102553,2021-11-30,Suffolk,Chelsea,65-74 Years,2092.0,2479.0,2158.0,,,321.0
102554,2021-11-30,Suffolk,Chelsea,75+ Years,1471.0,1662.0,1427.0,,,235.0
102555,2021-11-30,Suffolk,Chelsea,Total,36918.0,33733.0,28340.0,,,5393.0
105580,2021-12-07,Suffolk,Chelsea,5-11 Years,3144.0,681.0,159.0,,,522.0
105581,2021-12-07,Suffolk,Chelsea,12-15 Years,1768.0,1841.0,1555.0,,,286.0
105582,2021-12-07,Suffolk,Chelsea,16-19 Years,1762.0,1921.0,1560.0,,,361.0
105583,2021-12-07,Suffolk,Chelsea,20-29 Years,6170.0,5970.0,4947.0,,,1023.0
105584,2021-12-07,Suffolk,Chelsea,30-49 Years,11744.0,12855.0,10991.0,,,1864.0
105585,2021-12-07,Suffolk,Chelsea,50-64 Years,5861.0,6661.0,5839.0,,,822.0
105586,2021-12-07,Suffolk,Chelsea,65-74 Years,2092.0,2436.0,2171.0,,,265.0
105587,2021-12-07,Suffolk,Chelsea,75+ Years,1471.0,1662.0,1438.0,,,224.0
105588,2021-12-07,Suffolk,Chelsea,Total,36918.0,34028.0,28660.0,,,5368.0
108613,2021-12-14,Suffolk,Chelsea,5-11 Years,3144.0,900.0,349.0,,,551.0
108614,2021-12-14,Suffolk,Chelsea,12-15 Years,1768.0,1863.0,1574.0,,,289.0
108615,2021-12-14,Suffolk,Chelsea,16-19 Years,1762.0,1933.0,1566.0,,,367.0
108616,2021-12-14,Suffolk,Chelsea,20-29 Years,6170.0,6032.0,4967.0,,,1065.0
108617,2021-12-14,Suffolk,Chelsea,30-49 Years,11744.0,12997.0,11037.0,,,1960.0
108618,2021-12-14,Suffolk,Chelsea,50-64 Years,5861.0,6724.0,5854.0,,,870.0
108619,2021-12-14,Suffolk,Chelsea,65-74 Years,2092.0,2439.0,2172.0,,,267.0
108620,2021-12-14,Suffolk,Chelsea,75+ Years,1471.0,1665.0,1438.0,,,227.0
108621,2021-12-14,Suffolk,Chelsea,Total,36918.0,34554.0,28957.0,,,5597.0
111646,2021-12-21,Suffolk,Chelsea,5-11 Years,3144.0,1015.0,399.0,,,616.0
111647,2021-12-21,Suffolk,Chelsea,12-15 Years,1768.0,1885.0,1585.0,4.0,,300.0
111648,2021-12-21,Suffolk,Chelsea,16-19 Years,1762.0,1951.0,1569.0,91.0,,382.0
111649,2021-12-21,Suffolk,Chelsea,20-29 Years,6170.0,6084.0,4987.0,652.0,,1097.0
111650,2021-12-21,Suffolk,Chelsea,30-49 Years,11744.0,13061.0,11068.0,2351.0,,1993.0
111651,2021-12-21,Suffolk,Chelsea,50-64 Years,5861.0,6760.0,5863.0,2121.0,,897.0
111652,2021-12-21,Suffolk,Chelsea,65-74 Years,2092.0,2463.0,2179.0,1225.0,,284.0
111653,2021-12-21,Suffolk,Chelsea,75+ Years,1471.0,1670.0,1439.0,859.0,,231.0
111654,2021-12-21,Suffolk,Chelsea,Total,36918.0,34890.0,29089.0,7303.0,,5801.0
114679,2021-12-28,Suffolk,Chelsea,5-11 Years,3144.0,1075.0,444.0,,,631.0
114680,2021-12-28,Suffolk,Chelsea,12-15 Years,1768.0,1899.0,1592.0,4.0,,307.0
114681,2021-12-28,Suffolk,Chelsea,16-19 Years,1762.0,1977.0,1583.0,116.0,,394.0
114682,2021-12-28,Suffolk,Chelsea,20-29 Years,6170.0,6130.0,5006.0,732.0,,1124.0
114683,2021-12-28,Suffolk,Chelsea,30-49 Years,11744.0,13130.0,11104.0,2570.0,,2026.0
114684,2021-12-28,Suffolk,Chelsea,50-64 Years,5861.0,6789.0,5882.0,2297.0,,907.0
114685,2021-12-28,Suffolk,Chelsea,65-74 Years,2092.0,2467.0,2177.0,1254.0,,290.0
114686,2021-12-28,Suffolk,Chelsea,75+ Years,1471.0,1676.0,1443.0,898.0,,233.0
114687,2021-12-28,Suffolk,Chelsea,Total,36918.0,35144.0,29231.0,7871.0,,5913.0
117712,2022-01-04,Suffolk,Chelsea,5-11 Years,3144.0,1174.0,556.0,,,618.0
117713,2022-01-04,Suffolk,Chelsea,12-15 Years,1768.0,1924.0,1605.0,4.0,,319.0
117714,2022-01-04,Suffolk,Chelsea,16-19 Years,1762.0,2005.0,1597.0,140.0,,408.0
117715,2022-01-04,Suffolk,Chelsea,20-29 Years,6170.0,6196.0,5033.0,813.0,,1163.0
117716,2022-01-04,Suffolk,Chelsea,30-49 Years,11744.0,13223.0,11135.0,2818.0,,2088.0
117717,2022-01-04,Suffolk,Chelsea,50-64 Years,5861.0,6826.0,5899.0,2468.0,,927.0
117718,2022-01-04,Suffolk,Chelsea,65-74 Years,2092.0,2475.0,2180.0,1295.0,,295.0
117719,2022-01-04,Suffolk,Chelsea,75+ Years,1471.0,1674.0,1440.0,914.0,,234.0
117720,2022-01-04,Suffolk,Chelsea,Total,36918.0,35498.0,29445.0,8452.0,,6053.0
120745,2022-01-11,Suffolk,Chelsea,5-11 Years,3144.0,1346.0,671.0,,,675.0
120746,2022-01-11,Suffolk,Chelsea,12-15 Years,1768.0,1956.0,1632.0,39.0,,324.0
120747,2022-01-11,Suffolk,Chelsea,16-19 Years,1762.0,2040.0,1606.0,193.0,,434.0
120748,2022-01-11,Suffolk,Chelsea,20-29 Years,6170.0,6287.0,5066.0,947.0,,1221.0
120749,2022-01-11,Suffolk,Chelsea,30-49 Years,11744.0,13349.0,11193.0,3154.0,,2156.0
120750,2022-01-11,Suffolk,Chelsea,50-64 Years,5861.0,6844.0,5920.0,2647.0,,924.0
120751,2022-01-11,Suffolk,Chelsea,65-74 Years,2092.0,2479.0,2184.0,1351.0,,295.0
120752,2022-01-11,Suffolk,Chelsea,75+ Years,1471.0,1669.0,1442.0,950.0,,227.0
120753,2022-01-11,Suffolk,Chelsea,Total,36918.0,35971.0,29714.0,9281.0,,6257.0
123778,2022-01-18,Suffolk,Chelsea,5-11 Years,3144.0,1434.0,720.0,,,714.0
123779,2022-01-18,Suffolk,Chelsea,12-15 Years,1768.0,1999.0,1647.0,64.0,,352.0
123780,2022-01-18,Suffolk,Chelsea,16-19 Years,1762.0,2067.0,1611.0,234.0,,456.0
123781,2022-01-18,Suffolk,Chelsea,20-29 Years,6170.0,6424.0,5099.0,1055.0,,1325.0
123782,2022-01-18,Suffolk,Chelsea,30-49 Years,11744.0,13458.0,11221.0,3395.0,,2237.0
123783,2022-01-18,Suffolk,Chelsea,50-64 Years,5861.0,6881.0,5937.0,2821.0,,944.0
123784,2022-01-18,Suffolk,Chelsea,65-74 Years,2092.0,2488.0,2190.0,1395.0,,298.0
123785,2022-01-18,Suffolk,Chelsea,75+ Years,1471.0,1674.0,1446.0,977.0,,228.0
123786,2022-01-18,Suffolk,Chelsea,Total,36918.0,36426.0,29871.0,9941.0,,6555.0
126811,2022-01-25,Suffolk,Chelsea,5-11 Years,3144.0,1554.0,834.0,,,720.0
126812,2022-01-25,Suffolk,Chelsea,12-15 Years,1768.0,2054.0,1667.0,107.0,,387.0
126813,2022-01-25,Suffolk,Chelsea,16-19 Years,1762.0,2123.0,1630.0,298.0,,493.0
126814,2022-01-25,Suffolk,Chelsea,20-29 Years,6170.0,6555.0,5150.0,1170.0,,1405.0
126815,2022-01-25,Suffolk,Chelsea,30-49 Years,11744.0,13591.0,11256.0,3661.0,,2335.0
126816,2022-01-25,Suffolk,Chelsea,50-64 Years,5861.0,6927.0,5947.0,2945.0,,980.0
126817,2022-01-25,Suffolk,Chelsea,65-74 Years,2092.0,2493.0,2194.0,1423.0,,299.0
126818,2022-01-25,Suffolk,Chelsea,75+ Years,1471.0,1676.0,1451.0,996.0,,225.0
126819,2022-01-25,Suffolk,Chelsea,Total,36918.0,36974.0,30129.0,10600.0,,6845.0
129844,2022-02-01,Suffolk,Chelsea,5-11 Years,3144.0,1619.0,886.0,,,733.0
129845,2022-02-01,Suffolk,Chelsea,12-15 Years,1768.0,2068.0,1687.0,128.0,,381.0
129846,2022-02-01,Suffolk,Chelsea,16-19 Years,1762.0,2142.0,1638.0,321.0,,504.0
129847,2022-02-01,Suffolk,Chelsea,20-29 Years,6170.0,6609.0,5171.0,1234.0,,1438.0
129848,2022-02-01,Suffolk,Chelsea,30-49 Years,11744.0,13685.0,11292.0,3792.0,,2393.0
129849,2022-02-01,Suffolk,Chelsea,50-64 Years,5861.0,6944.0,5943.0,3007.0,,1001.0
129850,2022-02-01,Suffolk,Chelsea,65-74 Years,2092.0,2502.0,2197.0,1442.0,,305.0
129851,2022-02-01,Suffolk,Chelsea,75+ Years,1471.0,1678.0,1452.0,1007.0,,226.0
129852,2022-02-01,Suffolk,Chelsea,Total,36918.0,37248.0,30266.0,10931.0,,6982.0
132877,2022-02-08,Suffolk,Chelsea,5-11 Years,3144.0,1694.0,982.0,,,712.0
132878,2022-02-08,Suffolk,Chelsea,12-15 Years,1768.0,2086.0,1709.0,162.0,,377.0
132879,2022-02-08,Suffolk,Chelsea,16-19 Years,1762.0,2162.0,1660.0,342.0,,502.0
132880,2022-02-08,Suffolk,Chelsea,20-29 Years,6170.0,6663.0,5222.0,1289.0,,1441.0
132881,2022-02-08,Suffolk,Chelsea,30-49 Years,11744.0,13778.0,11369.0,3981.0,,2409.0
132882,2022-02-08,Suffolk,Chelsea,50-64 Years,5861.0,6971.0,5956.0,3090.0,,1015.0
132883,2022-02-08,Suffolk,Chelsea,65-74 Years,2092.0,2506.0,2202.0,1455.0,,304.0
132884,2022-02-08,Suffolk,Chelsea,75+ Years,1471.0,1679.0,1452.0,1013.0,,227.0
132885,2022-02-08,Suffolk,Chelsea,Total,36918.0,37540.0,30552.0,11332.0,,6988.0
135910,2022-02-15,Suffolk,Chelsea,5-11 Years,3144.0,1767.0,1089.0,,,678.0
135911,2022-02-15,Suffolk,Chelsea,12-15 Years,1768.0,2123.0,1742.0,201.0,,381.0
135912,2022-02-15,Suffolk,Chelsea,16-19 Years,1762.0,2183.0,1679.0,365.0,,504.0
135913,2022-02-15,Suffolk,Chelsea,20-29 Years,6170.0,6711.0,5280.0,1348.0,,1431.0
135914,2022-02-15,Suffolk,Chelsea,30-49 Years,11744.0,13837.0,11421.0,4118.0,,2416.0
135915,2022-02-15,Suffolk,Chelsea,50-64 Years,5861.0,6985.0,5967.0,3190.0,,1018.0
135916,2022-02-15,Suffolk,Chelsea,65-74 Years,2092.0,2507.0,2209.0,1475.0,,298.0
135917,2022-02-15,Suffolk,Chelsea,75+ Years,1471.0,1673.0,1453.0,1026.0,,220.0
135918,2022-02-15,Suffolk,Chelsea,Total,36918.0,37787.0,30840.0,11723.0,,6947.0
138943,2022-02-22,Suffolk,Chelsea,5-11 Years,3144.0,1849.0,1160.0,,,689.0
138944,2022-02-22,Suffolk,Chelsea,12-15 Years,1768.0,2148.0,1763.0,233.0,,385.0
138945,2022-02-22,Suffolk,Chelsea,16-19 Years,1762.0,2200.0,1691.0,385.0,,509.0
138946,2022-02-22,Suffolk,Chelsea,20-29 Years,6170.0,6745.0,5331.0,1403.0,,1414.0
138947,2022-02-22,Suffolk,Chelsea,30-49 Years,11744.0,13881.0,11456.0,4256.0,,2425.0
138948,2022-02-22,Suffolk,Chelsea,50-64 Years,5861.0,7005.0,5981.0,3258.0,,1024.0
138949,2022-02-22,Suffolk,Chelsea,65-74 Years,2092.0,2511.0,2212.0,1501.0,,299.0
138950,2022-02-22,Suffolk,Chelsea,75+ Years,1471.0,1671.0,1451.0,1031.0,,220.0
138951,2022-02-22,Suffolk,Chelsea,Total,36918.0,38011.0,31045.0,12067.0,,6966.0
141976,2022-03-01,Suffolk,Chelsea,5-11 Years,3144.0,1905.0,1206.0,,,699.0
141977,2022-03-01,Suffolk,Chelsea,12-15 Years,1768.0,2163.0,1769.0,249.0,,394.0
141978,2022-03-01,Suffolk,Chelsea,16-19 Years,1762.0,2210.0,1697.0,398.0,,513.0
141979,2022-03-01,Suffolk,Chelsea,20-29 Years,6170.0,6774.0,5355.0,1447.0,,1419.0
141980,2022-03-01,Suffolk,Chelsea,30-49 Years,11744.0,13913.0,11477.0,4347.0,,2436.0
141981,2022-03-01,Suffolk,Chelsea,50-64 Years,5861.0,7014.0,5983.0,3301.0,,1031.0
141982,2022-03-01,Suffolk,Chelsea,65-74 Years,2092.0,2507.0,2212.0,1510.0,,295.0
141983,2022-03-01,Suffolk,Chelsea,75+ Years,1471.0,1670.0,1454.0,1036.0,,216.0
141984,2022-03-01,Suffolk,Chelsea,Total,36918.0,38157.0,31153.0,12288.0,,7004.0
145009,2022-03-08,Suffolk,Chelsea,5-11 Years,3144.0,1957.0,1266.0,,,691.0
145010,2022-03-08,Suffolk,Chelsea,12-15 Years,1768.0,2181.0,1791.0,267.0,,390.0
145011,2022-03-08,Suffolk,Chelsea,16-19 Years,1762.0,2222.0,1709.0,417.0,,513.0
145012,2022-03-08,Suffolk,Chelsea,20-29 Years,6170.0,6798.0,5372.0,1481.0,,1426.0
145013,2022-03-08,Suffolk,Chelsea,30-49 Years,11744.0,13935.0,11508.0,4421.0,,2427.0
145014,2022-03-08,Suffolk,Chelsea,50-64 Years,5861.0,7023.0,5987.0,3339.0,,1036.0
145015,2022-03-08,Suffolk,Chelsea,65-74 Years,2092.0,2510.0,2210.0,1519.0,,300.0
145016,2022-03-08,Suffolk,Chelsea,75+ Years,1471.0,1671.0,1455.0,1043.0,,216.0
145017,2022-03-08,Suffolk,Chelsea,Total,36918.0,38298.0,31298.0,12487.0,,7000.0
148042,2022-03-15,Suffolk,Chelsea,5-11 Years,3144.0,1998.0,1328.0,,,670.0
148043,2022-03-15,Suffolk,Chelsea,12-15 Years,1768.0,2191.0,1795.0,285.0,,396.0
148044,2022-03-15,Suffolk,Chelsea,16-19 Years,1762.0,2233.0,1712.0,426.0,,521.0
148045,2022-03-15,Suffolk,Chelsea,20-29 Years,6170.0,6814.0,5387.0,1502.0,,1427.0
148046,2022-03-15,Suffolk,Chelsea,30-49 Years,11744.0,13959.0,11528.0,4489.0,,2431.0
148047,2022-03-15,Suffolk,Chelsea,50-64 Years,5861.0,7029.0,5993.0,3371.0,,1036.0
148048,2022-03-15,Suffolk,Chelsea,65-74 Years,2092.0,2511.0,2212.0,1532.0,,299.0
148049,2022-03-15,Suffolk,Chelsea,75+ Years,1471.0,1671.0,1457.0,1046.0,,214.0
148050,2022-03-15,Suffolk,Chelsea,Total,36918.0,38407.0,31412.0,12651.0,,6995.0
151075,2022-03-22,Suffolk,Chelsea,5-11 Years,3144.0,2022.0,1376.0,,,646.0
151076,2022-03-22,Suffolk,Chelsea,12-15 Years,1768.0,2197.0,1810.0,298.0,,387.0
151077,2022-03-22,Suffolk,Chelsea,16-19 Years,1762.0,2237.0,1717.0,440.0,,520.0
151078,2022-03-22,Suffolk,Chelsea,20-29 Years,6170.0,6830.0,5393.0,1533.0,,1437.0
151079,2022-03-22,Suffolk,Chelsea,30-49 Years,11744.0,13964.0,11545.0,4542.0,,2419.0
151080,2022-03-22,Suffolk,Chelsea,50-64 Years,5861.0,7034.0,5991.0,3403.0,,1043.0
151081,2022-03-22,Suffolk,Chelsea,65-74 Years,2092.0,2511.0,2215.0,1540.0,,296.0
151082,2022-03-22,Suffolk,Chelsea,75+ Years,1471.0,1671.0,1457.0,1051.0,,214.0
151083,2022-03-22,Suffolk,Chelsea,Total,36918.0,38467.0,31504.0,12807.0,,6963.0
154108,2022-03-29,Suffolk,Chelsea,5-11 Years,3144.0,2043.0,1416.0,,,627.0
154109,2022-03-29,Suffolk,Chelsea,12-15 Years,1768.0,2207.0,1819.0,311.0,,388.0
154110,2022-03-29,Suffolk,Chelsea,16-19 Years,1762.0,2242.0,1719.0,451.0,,523.0
154111,2022-03-29,Suffolk,Chelsea,20-29 Years,6170.0,6852.0,5407.0,1564.0,,1445.0
154112,2022-03-29,Suffolk,Chelsea,30-49 Years,11744.0,13968.0,11555.0,4587.0,,2413.0
154113,2022-03-29,Suffolk,Chelsea,50-64 Years,5861.0,7037.0,5994.0,3430.0,,1043.0
154114,2022-03-29,Suffolk,Chelsea,65-74 Years,2092.0,2513.0,2216.0,1546.0,,297.0
154115,2022-03-29,Suffolk,Chelsea,75+ Years,1471.0,1670.0,1460.0,1058.0,,210.0
154116,2022-03-29,Suffolk,Chelsea,Total,36918.0,38533.0,31586.0,12947.0,,6947.0
157141,2022-04-05,Suffolk,Chelsea,5-11 Years,3144.0,2062.0,1439.0,1.0,,623.0
157142,2022-04-05,Suffolk,Chelsea,12-15 Years,1768.0,2215.0,1826.0,323.0,,389.0
157143,2022-04-05,Suffolk,Chelsea,16-19 Years,1762.0,2244.0,1718.0,462.0,,526.0
157144,2022-04-05,Suffolk,Chelsea,20-29 Years,6170.0,6863.0,5418.0,1579.0,,1445.0
157145,2022-04-05,Suffolk,Chelsea,30-49 Years,11744.0,13988.0,11561.0,4627.0,,2427.0
157146,2022-04-05,Suffolk,Chelsea,50-64 Years,5861.0,7040.0,5996.0,3458.0,,1044.0
157147,2022-04-05,Suffolk,Chelsea,65-74 Years,2092.0,2516.0,2223.0,1556.0,,293.0
157148,2022-04-05,Suffolk,Chelsea,75+ Years,1471.0,1669.0,1460.0,1062.0,,209.0
157149,2022-04-05,Suffolk,Chelsea,Total,36918.0,38598.0,31641.0,13068.0,,6957.0
160174,2022-04-12,Suffolk,Chelsea,5-11 Years,3144.0,2079.0,1456.0,1.0,,623.0
160175,2022-04-12,Suffolk,Chelsea,12-15 Years,1768.0,2230.0,1831.0,338.0,,399.0
160176,2022-04-12,Suffolk,Chelsea,16-19 Years,1762.0,2252.0,1721.0,468.0,,531.0
160177,2022-04-12,Suffolk,Chelsea,20-29 Years,6170.0,6882.0,5424.0,1592.0,,1458.0
160178,2022-04-12,Suffolk,Chelsea,30-49 Years,11744.0,13993.0,11572.0,4655.0,,2421.0
160179,2022-04-12,Suffolk,Chelsea,50-64 Years,5861.0,7049.0,6003.0,3488.0,,1046.0
160180,2022-04-12,Suffolk,Chelsea,65-74 Years,2092.0,2514.0,2226.0,1567.0,,288.0
160181,2022-04-12,Suffolk,Chelsea,75+ Years,1471.0,1677.0,1466.0,1074.0,,211.0
160182,2022-04-12,Suffolk,Chelsea,Total,36918.0,38677.0,31699.0,13183.0,,6978.0
163207,2022-04-19,Suffolk,Chelsea,5-11 Years,3144.0,2089.0,1481.0,1.0,,608.0
163208,2022-04-19,Suffolk,Chelsea,12-15 Years,1768.0,2234.0,1837.0,343.0,,397.0
163209,2022-04-19,Suffolk,Chelsea,16-19 Years,1762.0,2256.0,1725.0,477.0,,531.0
163210,2022-04-19,Suffolk,Chelsea,20-29 Years,6170.0,6893.0,5433.0,1609.0,,1460.0
163211,2022-04-19,Suffolk,Chelsea,30-49 Years,11744.0,13984.0,11575.0,4696.0,,2409.0
163212,2022-04-19,Suffolk,Chelsea,50-64 Years,5861.0,7051.0,6010.0,3508.0,,1041.0
163213,2022-04-19,Suffolk,Chelsea,65-74 Years,2092.0,2510.0,2223.0,1579.0,,287.0
163214,2022-04-19,Suffolk,Chelsea,75+ Years,1471.0,1676.0,1467.0,1079.0,,209.0
163215,2022-04-19,Suffolk,Chelsea,Total,36918.0,38694.0,31751.0,13292.0,,6943.0
166240,2022-04-26,Suffolk,Chelsea,5-11 Years,3144.0,2108.0,1495.0,1.0,,613.0
166241,2022-04-26,Suffolk,Chelsea,12-15 Years,1768.0,2236.0,1844.0,357.0,,392.0
166242,2022-04-26,Suffolk,Chelsea,16-19 Years,1762.0,2255.0,1724.0,483.0,,531.0
166243,2022-04-26,Suffolk,Chelsea,20-29 Years,6170.0,6902.0,5439.0,1619.0,,1463.0
166244,2022-04-26,Suffolk,Chelsea,30-49 Years,11744.0,13984.0,11591.0,4750.0,,2393.0
166245,2022-04-26,Suffolk,Chelsea,50-64 Years,5861.0,7052.0,6016.0,3525.0,,1036.0
166246,2022-04-26,Suffolk,Chelsea,65-74 Years,2092.0,2514.0,2221.0,1585.0,,293.0
166247,2022-04-26,Suffolk,Chelsea,75+ Years,1471.0,1680.0,1469.0,1087.0,,211.0
166248,2022-04-26,Suffolk,Chelsea,Total,36918.0,38732.0,31799.0,13407.0,,6933.0
169273,2022-05-03,Suffolk,Chelsea,5-11 Years,3144.0,2125.0,1506.0,1.0,,619.0
169274,2022-05-03,Suffolk,Chelsea,12-15 Years,1768.0,2244.0,1854.0,363.0,,390.0
169275,2022-05-03,Suffolk,Chelsea,16-19 Years,1762.0,2259.0,1726.0,494.0,,533.0
169276,2022-05-03,Suffolk,Chelsea,20-29 Years,6170.0,6921.0,5449.0,1631.0,,1472.0
169277,2022-05-03,Suffolk,Chelsea,30-49 Years,11744.0,13989.0,11598.0,4788.0,,2391.0
169278,2022-05-03,Suffolk,Chelsea,50-64 Years,5861.0,7063.0,6020.0,3556.0,,1043.0
169279,2022-05-03,Suffolk,Chelsea,65-74 Years,2092.0,2521.0,2226.0,1597.0,,295.0
169280,2022-05-03,Suffolk,Chelsea,75+ Years,1471.0,1707.0,1473.0,1097.0,,234.0
169281,2022-05-03,Suffolk,Chelsea,Total,36918.0,38830.0,31852.0,13527.0,,6978.0
172306,2022-05-10,Suffolk,Chelsea,5-11 Years,3144.0,2143.0,1520.0,1.0,,623.0
172307,2022-05-10,Suffolk,Chelsea,12-15 Years,1768.0,2239.0,1854.0,369.0,,385.0
172308,2022-05-10,Suffolk,Chelsea,16-19 Years,1762.0,2263.0,1730.0,502.0,,533.0
172309,2022-05-10,Suffolk,Chelsea,20-29 Years,6170.0,6927.0,5459.0,1645.0,,1468.0
172310,2022-05-10,Suffolk,Chelsea,30-49 Years,11744.0,13984.0,11599.0,4828.0,,2385.0
172311,2022-05-10,Suffolk,Chelsea,50-64 Years,5861.0,7065.0,6020.0,3584.0,,1045.0
172312,2022-05-10,Suffolk,Chelsea,65-74 Years,2092.0,2521.0,2226.0,1603.0,,295.0
172313,2022-05-10,Suffolk,Chelsea,75+ Years,1471.0,1710.0,1474.0,1104.0,,236.0
172314,2022-05-10,Suffolk,Chelsea,Total,36918.0,38853.0,31882.0,13636.0,,6971.0
175339,2022-05-17,Suffolk,Chelsea,5-11 Years,3144.0,2173.0,1534.0,1.0,,639.0
175340,2022-05-17,Suffolk,Chelsea,12-15 Years,1768.0,2251.0,1863.0,377.0,,388.0
175341,2022-05-17,Suffolk,Chelsea,16-19 Years,1762.0,2276.0,1734.0,514.0,,542.0
175342,2022-05-17,Suffolk,Chelsea,20-29 Years,6170.0,6933.0,5467.0,1664.0,,1466.0
175343,2022-05-17,Suffolk,Chelsea,30-49 Years,11744.0,14001.0,11605.0,4867.0,,2396.0
175344,2022-05-17,Suffolk,Chelsea,50-64 Years,5861.0,7066.0,6026.0,3602.0,,1040.0
175345,2022-05-17,Suffolk,Chelsea,65-74 Years,2092.0,2529.0,2229.0,1610.0,,300.0
175346,2022-05-17,Suffolk,Chelsea,75+ Years,1471.0,1709.0,1479.0,1120.0,,230.0
175347,2022-05-17,Suffolk,Chelsea,Total,36918.0,38939.0,31937.0,13755.0,,7002.0
178372,2022-05-24,Suffolk,Chelsea,5-11 Years,3144.0,2195.0,1555.0,1.0,,640.0
178373,2022-05-24,Suffolk,Chelsea,12-15 Years,1768.0,2254.0,1861.0,392.0,,393.0
178374,2022-05-24,Suffolk,Chelsea,16-19 Years,1762.0,2278.0,1738.0,522.0,,540.0
178375,2022-05-24,Suffolk,Chelsea,20-29 Years,6170.0,6946.0,5479.0,1695.0,,1467.0
178376,2022-05-24,Suffolk,Chelsea,30-49 Years,11744.0,14003.0,11605.0,4893.0,,2398.0
178377,2022-05-24,Suffolk,Chelsea,50-64 Years,5861.0,7061.0,6021.0,3622.0,,1040.0
178378,2022-05-24,Suffolk,Chelsea,65-74 Years,2092.0,2530.0,2233.0,1616.0,,297.0
178379,2022-05-24,Suffolk,Chelsea,75+ Years,1471.0,1709.0,1478.0,1122.0,,231.0
178380,2022-05-24,Suffolk,Chelsea,Total,36918.0,38977.0,31970.0,13863.0,,7007.0
181405,2022-05-31,Suffolk,Chelsea,5-11 Years,3144.0,2211.0,1566.0,2.0,,645.0
181406,2022-05-31,Suffolk,Chelsea,12-15 Years,1768.0,2257.0,1864.0,402.0,,393.0
181407,2022-05-31,Suffolk,Chelsea,16-19 Years,1762.0,2280.0,1739.0,531.0,,541.0
181408,2022-05-31,Suffolk,Chelsea,20-29 Years,6170.0,6949.0,5487.0,1720.0,,1462.0
181409,2022-05-31,Suffolk,Chelsea,30-49 Years,11744.0,14005.0,11608.0,4919.0,,2397.0
181410,2022-05-31,Suffolk,Chelsea,50-64 Years,5861.0,7057.0,6019.0,3644.0,,1038.0
181411,2022-05-31,Suffolk,Chelsea,65-74 Years,2092.0,2533.0,2236.0,1622.0,,297.0
181412,2022-05-31,Suffolk,Chelsea,75+ Years,1471.0,1710.0,1478.0,1126.0,,232.0
181413,2022-05-31,Suffolk,Chelsea,Total,36918.0,39003.0,31997.0,13966.0,,7006.0
184438,2022-06-07,Suffolk,Chelsea,5-11 Years,3144.0,2228.0,1580.0,3.0,,648.0
184439,2022-06-07,Suffolk,Chelsea,12-15 Years,1768.0,2263.0,1868.0,409.0,,395.0
184440,2022-06-07,Suffolk,Chelsea,16-19 Years,1762.0,2284.0,1741.0,542.0,,543.0
184441,2022-06-07,Suffolk,Chelsea,20-29 Years,6170.0,6957.0,5498.0,1738.0,,1459.0
