,date,county,city,age_group,population,atleast_onedose,fully_vaccinated,boosted,boosted_second,partially_vaccinated
99523,2021-11-23,Suffolk,Revere,5-11 Years,4263.0,563.0,,,,563.0
99524,2021-11-23,Suffolk,Revere,12-15 Years,2613.0,2192.0,1908.0,,,284.0
99525,2021-11-23,Suffolk,Revere,16-19 Years,2844.0,2412.0,2115.0,,,297.0
99526,2021-11-23,Suffolk,Revere,20-29 Years,8303.0,7758.0,6686.0,,,1072.0
99527,2021-11-23,Suffolk,Revere,30-49 Years,17705.0,16845.0,15026.0,,,1819.0
99528,2021-11-23,Suffolk,Revere,50-64 Years,12184.0,10721.0,9660.0,,,1061.0
99529,2021-11-23,Suffolk,Revere,65-74 Years,5047.0,4778.0,4188.0,,,590.0
99530,2021-11-23,Suffolk,Revere,75+ Years,4312.0,3418.0,2931.0,,,487.0
99531,2021-11-23,Suffolk,Revere,Total,60849.0,48687.0,42514.0,,,6173.0
102556,2021-11-30,Suffolk,Revere,5-11 Years,4263.0,626.0,36.0,,,590.0
102557,2021-11-30,Suffolk,Revere,12-15 Years,2613.0,2198.0,1918.0,,,280.0
102558,2021-11-30,Suffolk,Revere,16-19 Years,2844.0,2418.0,2125.0,,,293.0
102559,2021-11-30,Suffolk,Revere,20-29 Years,8303.0,7812.0,6717.0,,,1095.0
102560,2021-11-30,Suffolk,Revere,30-49 Years,17705.0,16942.0,15078.0,,,1864.0
102561,2021-11-30,Suffolk,Revere,50-64 Years,12184.0,10773.0,9680.0,,,1093.0
102562,2021-11-30,Suffolk,Revere,65-74 Years,5047.0,4806.0,4191.0,,,615.0
102563,2021-11-30,Suffolk,Revere,75+ Years,4312.0,3443.0,2947.0,,,496.0
102564,2021-11-30,Suffolk,Revere,Total,60849.0,49018.0,42692.0,,,6326.0
105589,2021-12-07,Suffolk,Revere,5-11 Years,4263.0,809.0,165.0,,,644.0
105590,2021-12-07,Suffolk,Revere,12-15 Years,2613.0,2206.0,1924.0,,,282.0
105591,2021-12-07,Suffolk,Revere,16-19 Years,2844.0,2423.0,2129.0,,,294.0
105592,2021-12-07,Suffolk,Revere,20-29 Years,8303.0,7836.0,6758.0,,,1078.0
105593,2021-12-07,Suffolk,Revere,30-49 Years,17705.0,16998.0,15139.0,,,1859.0
105594,2021-12-07,Suffolk,Revere,50-64 Years,12184.0,10708.0,9709.0,,,999.0
105595,2021-12-07,Suffolk,Revere,65-74 Years,5047.0,4663.0,4192.0,,,471.0
105596,2021-12-07,Suffolk,Revere,75+ Years,4312.0,3441.0,2955.0,,,486.0
105597,2021-12-07,Suffolk,Revere,Total,60849.0,49084.0,42971.0,,,6113.0
108622,2021-12-14,Suffolk,Revere,5-11 Years,4263.0,1014.0,436.0,,,578.0
108623,2021-12-14,Suffolk,Revere,12-15 Years,2613.0,2221.0,1937.0,,,284.0
108624,2021-12-14,Suffolk,Revere,16-19 Years,2844.0,2434.0,2133.0,,,301.0
108625,2021-12-14,Suffolk,Revere,20-29 Years,8303.0,7904.0,6798.0,,,1106.0
108626,2021-12-14,Suffolk,Revere,30-49 Years,17705.0,17137.0,15211.0,,,1926.0
108627,2021-12-14,Suffolk,Revere,50-64 Years,12184.0,10776.0,9733.0,,,1043.0
108628,2021-12-14,Suffolk,Revere,65-74 Years,5047.0,4671.0,4191.0,,,480.0
108629,2021-12-14,Suffolk,Revere,75+ Years,4312.0,3453.0,2966.0,,,487.0
108630,2021-12-14,Suffolk,Revere,Total,60849.0,49610.0,43405.0,,,6205.0
111655,2021-12-21,Suffolk,Revere,5-11 Years,4263.0,1155.0,514.0,,,641.0
111656,2021-12-21,Suffolk,Revere,12-15 Years,2613.0,2237.0,1951.0,1.0,,286.0
111657,2021-12-21,Suffolk,Revere,16-19 Years,2844.0,2450.0,2134.0,148.0,,316.0
111658,2021-12-21,Suffolk,Revere,20-29 Years,8303.0,7981.0,6816.0,878.0,,1165.0
111659,2021-12-21,Suffolk,Revere,30-49 Years,17705.0,17255.0,15240.0,3037.0,,2015.0
111660,2021-12-21,Suffolk,Revere,50-64 Years,12184.0,10847.0,9753.0,3282.0,,1094.0
111661,2021-12-21,Suffolk,Revere,65-74 Years,5047.0,4693.0,4202.0,2236.0,,491.0
111662,2021-12-21,Suffolk,Revere,75+ Years,4312.0,3471.0,2973.0,1767.0,,498.0
111663,2021-12-21,Suffolk,Revere,Total,60849.0,50089.0,43583.0,11349.0,,6506.0
114688,2021-12-28,Suffolk,Revere,5-11 Years,4263.0,1232.0,593.0,,,639.0
114689,2021-12-28,Suffolk,Revere,12-15 Years,2613.0,2254.0,1967.0,1.0,,287.0
114690,2021-12-28,Suffolk,Revere,16-19 Years,2844.0,2463.0,2141.0,198.0,,322.0
114691,2021-12-28,Suffolk,Revere,20-29 Years,8303.0,8035.0,6833.0,1028.0,,1202.0
114692,2021-12-28,Suffolk,Revere,30-49 Years,17705.0,17345.0,15289.0,3424.0,,2056.0
114693,2021-12-28,Suffolk,Revere,50-64 Years,12184.0,10871.0,9764.0,3580.0,,1107.0
114694,2021-12-28,Suffolk,Revere,65-74 Years,5047.0,4695.0,4209.0,2374.0,,486.0
114695,2021-12-28,Suffolk,Revere,75+ Years,4312.0,3468.0,2977.0,1828.0,,491.0
114696,2021-12-28,Suffolk,Revere,Total,60849.0,50363.0,43773.0,12433.0,,6590.0
117721,2022-01-04,Suffolk,Revere,5-11 Years,4263.0,1359.0,747.0,,,612.0
117722,2022-01-04,Suffolk,Revere,12-15 Years,2613.0,2281.0,1975.0,2.0,,306.0
117723,2022-01-04,Suffolk,Revere,16-19 Years,2844.0,2486.0,2150.0,252.0,,336.0
117724,2022-01-04,Suffolk,Revere,20-29 Years,8303.0,8071.0,6856.0,1174.0,,1215.0
117725,2022-01-04,Suffolk,Revere,30-49 Years,17705.0,17412.0,15307.0,3778.0,,2105.0
117726,2022-01-04,Suffolk,Revere,50-64 Years,12184.0,10932.0,9779.0,3853.0,,1153.0
117727,2022-01-04,Suffolk,Revere,65-74 Years,5047.0,4700.0,4210.0,2466.0,,490.0
117728,2022-01-04,Suffolk,Revere,75+ Years,4312.0,3469.0,2981.0,1881.0,,488.0
117729,2022-01-04,Suffolk,Revere,Total,60849.0,50710.0,44005.0,13406.0,,6705.0
120754,2022-01-11,Suffolk,Revere,5-11 Years,4263.0,1508.0,902.0,,,606.0
120755,2022-01-11,Suffolk,Revere,12-15 Years,2613.0,2304.0,1989.0,17.0,,315.0
120756,2022-01-11,Suffolk,Revere,16-19 Years,2844.0,2511.0,2160.0,343.0,,351.0
120757,2022-01-11,Suffolk,Revere,20-29 Years,8303.0,8171.0,6891.0,1376.0,,1280.0
120758,2022-01-11,Suffolk,Revere,30-49 Years,17705.0,17544.0,15372.0,4263.0,,2172.0
120759,2022-01-11,Suffolk,Revere,50-64 Years,12184.0,10965.0,9808.0,4216.0,,1157.0
120760,2022-01-11,Suffolk,Revere,65-74 Years,5047.0,4702.0,4222.0,2579.0,,480.0
120761,2022-01-11,Suffolk,Revere,75+ Years,4312.0,3455.0,2986.0,1947.0,,469.0
120762,2022-01-11,Suffolk,Revere,Total,60849.0,51160.0,44330.0,14741.0,,6830.0
123787,2022-01-18,Suffolk,Revere,5-11 Years,4263.0,1636.0,964.0,,,672.0
123788,2022-01-18,Suffolk,Revere,12-15 Years,2613.0,2333.0,2005.0,41.0,,328.0
123789,2022-01-18,Suffolk,Revere,16-19 Years,2844.0,2564.0,2179.0,415.0,,385.0
123790,2022-01-18,Suffolk,Revere,20-29 Years,8303.0,8314.0,6924.0,1576.0,,1390.0
123791,2022-01-18,Suffolk,Revere,30-49 Years,17705.0,17761.0,15436.0,4664.0,,2325.0
123792,2022-01-18,Suffolk,Revere,50-64 Years,12184.0,11016.0,9842.0,4552.0,,1174.0
123793,2022-01-18,Suffolk,Revere,65-74 Years,5047.0,4716.0,4230.0,2685.0,,486.0
123794,2022-01-18,Suffolk,Revere,75+ Years,4312.0,3462.0,2985.0,2005.0,,477.0
123795,2022-01-18,Suffolk,Revere,Total,60849.0,51802.0,44565.0,15938.0,,7237.0
126820,2022-01-25,Suffolk,Revere,5-11 Years,4263.0,1759.0,1106.0,1.0,,653.0
126821,2022-01-25,Suffolk,Revere,12-15 Years,2613.0,2377.0,2036.0,107.0,,341.0
126822,2022-01-25,Suffolk,Revere,16-19 Years,2844.0,2598.0,2194.0,484.0,,404.0
126823,2022-01-25,Suffolk,Revere,20-29 Years,8303.0,8465.0,6976.0,1742.0,,1489.0
126824,2022-01-25,Suffolk,Revere,30-49 Years,17705.0,17966.0,15494.0,5043.0,,2472.0
126825,2022-01-25,Suffolk,Revere,50-64 Years,12184.0,11095.0,9865.0,4827.0,,1230.0
126826,2022-01-25,Suffolk,Revere,65-74 Years,5047.0,4731.0,4235.0,2767.0,,496.0
126827,2022-01-25,Suffolk,Revere,75+ Years,4312.0,3471.0,2987.0,2044.0,,484.0
126828,2022-01-25,Suffolk,Revere,Total,60849.0,52462.0,44893.0,17015.0,,7569.0
129853,2022-02-01,Suffolk,Revere,5-11 Years,4263.0,1838.0,1216.0,2.0,,622.0
129854,2022-02-01,Suffolk,Revere,12-15 Years,2613.0,2403.0,2057.0,153.0,,346.0
129855,2022-02-01,Suffolk,Revere,16-19 Years,2844.0,2615.0,2210.0,526.0,,405.0
129856,2022-02-01,Suffolk,Revere,20-29 Years,8303.0,8540.0,7016.0,1857.0,,1524.0
129857,2022-02-01,Suffolk,Revere,30-49 Years,17705.0,18080.0,15551.0,5306.0,,2529.0
129858,2022-02-01,Suffolk,Revere,50-64 Years,12184.0,11130.0,9883.0,5018.0,,1247.0
129859,2022-02-01,Suffolk,Revere,65-74 Years,5047.0,4739.0,4238.0,2818.0,,501.0
129860,2022-02-01,Suffolk,Revere,75+ Years,4312.0,3483.0,2993.0,2072.0,,490.0
129861,2022-02-01,Suffolk,Revere,Total,60849.0,52828.0,45164.0,17752.0,,7664.0
132886,2022-02-08,Suffolk,Revere,5-11 Years,4263.0,1889.0,1339.0,3.0,,550.0
132887,2022-02-08,Suffolk,Revere,12-15 Years,2613.0,2421.0,2078.0,179.0,,343.0
132888,2022-02-08,Suffolk,Revere,16-19 Years,2844.0,2633.0,2227.0,560.0,,406.0
132889,2022-02-08,Suffolk,Revere,20-29 Years,8303.0,8615.0,7073.0,1959.0,,1542.0
132890,2022-02-08,Suffolk,Revere,30-49 Years,17705.0,18195.0,15641.0,5528.0,,2554.0
132891,2022-02-08,Suffolk,Revere,50-64 Years,12184.0,11153.0,9905.0,5153.0,,1248.0
132892,2022-02-08,Suffolk,Revere,65-74 Years,5047.0,4739.0,4237.0,2863.0,,502.0
132893,2022-02-08,Suffolk,Revere,75+ Years,4312.0,3483.0,2992.0,2095.0,,491.0
132894,2022-02-08,Suffolk,Revere,Total,60849.0,53128.0,45492.0,18340.0,,7636.0
135919,2022-02-15,Suffolk,Revere,5-11 Years,4263.0,1963.0,1451.0,3.0,,512.0
135920,2022-02-15,Suffolk,Revere,12-15 Years,2613.0,2441.0,2110.0,210.0,,331.0
135921,2022-02-15,Suffolk,Revere,16-19 Years,2844.0,2646.0,2250.0,607.0,,396.0
135922,2022-02-15,Suffolk,Revere,20-29 Years,8303.0,8670.0,7114.0,2045.0,,1556.0
135923,2022-02-15,Suffolk,Revere,30-49 Years,17705.0,18316.0,15721.0,5718.0,,2595.0
135924,2022-02-15,Suffolk,Revere,50-64 Years,12184.0,11179.0,9924.0,5302.0,,1255.0
135925,2022-02-15,Suffolk,Revere,65-74 Years,5047.0,4748.0,4244.0,2893.0,,504.0
135926,2022-02-15,Suffolk,Revere,75+ Years,4312.0,3480.0,2998.0,2123.0,,482.0
135927,2022-02-15,Suffolk,Revere,Total,60849.0,53443.0,45812.0,18901.0,,7631.0
138952,2022-02-22,Suffolk,Revere,5-11 Years,4263.0,2006.0,1501.0,3.0,,505.0
138953,2022-02-22,Suffolk,Revere,12-15 Years,2613.0,2463.0,2131.0,237.0,,332.0
138954,2022-02-22,Suffolk,Revere,16-19 Years,2844.0,2666.0,2269.0,638.0,,397.0
138955,2022-02-22,Suffolk,Revere,20-29 Years,8303.0,8729.0,7163.0,2134.0,,1566.0
138956,2022-02-22,Suffolk,Revere,30-49 Years,17705.0,18395.0,15778.0,5915.0,,2617.0
138957,2022-02-22,Suffolk,Revere,50-64 Years,12184.0,11192.0,9942.0,5405.0,,1250.0
138958,2022-02-22,Suffolk,Revere,65-74 Years,5047.0,4745.0,4245.0,2933.0,,500.0
138959,2022-02-22,Suffolk,Revere,75+ Years,4312.0,3482.0,3004.0,2146.0,,478.0
138960,2022-02-22,Suffolk,Revere,Total,60849.0,53678.0,46033.0,19411.0,,7645.0
141985,2022-03-01,Suffolk,Revere,5-11 Years,4263.0,2047.0,1539.0,3.0,,508.0
141986,2022-03-01,Suffolk,Revere,12-15 Years,2613.0,2474.0,2144.0,268.0,,330.0
141987,2022-03-01,Suffolk,Revere,16-19 Years,2844.0,2667.0,2279.0,671.0,,388.0
141988,2022-03-01,Suffolk,Revere,20-29 Years,8303.0,8749.0,7210.0,2219.0,,1539.0
141989,2022-03-01,Suffolk,Revere,30-49 Years,17705.0,18414.0,15815.0,6103.0,,2599.0
141990,2022-03-01,Suffolk,Revere,50-64 Years,12184.0,11182.0,9960.0,5489.0,,1222.0
141991,2022-03-01,Suffolk,Revere,65-74 Years,5047.0,4728.0,4247.0,2983.0,,481.0
141992,2022-03-01,Suffolk,Revere,75+ Years,4312.0,3471.0,3008.0,2169.0,,463.0
141993,2022-03-01,Suffolk,Revere,Total,60849.0,53732.0,46202.0,19905.0,,7530.0
145018,2022-03-08,Suffolk,Revere,5-11 Years,4263.0,2077.0,1618.0,3.0,,459.0
145019,2022-03-08,Suffolk,Revere,12-15 Years,2613.0,2479.0,2151.0,284.0,,328.0
145020,2022-03-08,Suffolk,Revere,16-19 Years,2844.0,2685.0,2292.0,688.0,,393.0
145021,2022-03-08,Suffolk,Revere,20-29 Years,8303.0,8773.0,7233.0,2257.0,,1540.0
145022,2022-03-08,Suffolk,Revere,30-49 Years,17705.0,18431.0,15842.0,6175.0,,2589.0
145023,2022-03-08,Suffolk,Revere,50-64 Years,12184.0,11192.0,9970.0,5560.0,,1222.0
145024,2022-03-08,Suffolk,Revere,65-74 Years,5047.0,4727.0,4248.0,3000.0,,479.0
145025,2022-03-08,Suffolk,Revere,75+ Years,4312.0,3466.0,3011.0,2184.0,,455.0
145026,2022-03-08,Suffolk,Revere,Total,60849.0,53830.0,46365.0,20151.0,,7465.0
148051,2022-03-15,Suffolk,Revere,5-11 Years,4263.0,2112.0,1656.0,4.0,,456.0
148052,2022-03-15,Suffolk,Revere,12-15 Years,2613.0,2483.0,2162.0,303.0,,321.0
148053,2022-03-15,Suffolk,Revere,16-19 Years,2844.0,2691.0,2300.0,712.0,,391.0
148054,2022-03-15,Suffolk,Revere,20-29 Years,8303.0,8787.0,7238.0,2291.0,,1549.0
148055,2022-03-15,Suffolk,Revere,30-49 Years,17705.0,18451.0,15869.0,6260.0,,2582.0
148056,2022-03-15,Suffolk,Revere,50-64 Years,12184.0,11197.0,9974.0,5608.0,,1223.0
148057,2022-03-15,Suffolk,Revere,65-74 Years,5047.0,4727.0,4253.0,3016.0,,474.0
148058,2022-03-15,Suffolk,Revere,75+ Years,4312.0,3465.0,3012.0,2203.0,,453.0
148059,2022-03-15,Suffolk,Revere,Total,60849.0,53913.0,46464.0,20397.0,,7449.0
151084,2022-03-22,Suffolk,Revere,5-11 Years,4263.0,2139.0,1682.0,4.0,,457.0
151085,2022-03-22,Suffolk,Revere,12-15 Years,2613.0,2493.0,2176.0,316.0,,317.0
151086,2022-03-22,Suffolk,Revere,16-19 Years,2844.0,2694.0,2307.0,730.0,,387.0
151087,2022-03-22,Suffolk,Revere,20-29 Years,8303.0,8805.0,7253.0,2322.0,,1552.0
151088,2022-03-22,Suffolk,Revere,30-49 Years,17705.0,18470.0,15884.0,6315.0,,2586.0
151089,2022-03-22,Suffolk,Revere,50-64 Years,12184.0,11202.0,9978.0,5672.0,,1224.0
151090,2022-03-22,Suffolk,Revere,65-74 Years,5047.0,4725.0,4256.0,3035.0,,469.0
151091,2022-03-22,Suffolk,Revere,75+ Years,4312.0,3466.0,3015.0,2213.0,,451.0
151092,2022-03-22,Suffolk,Revere,Total,60849.0,53994.0,46551.0,20607.0,,7443.0
154117,2022-03-29,Suffolk,Revere,5-11 Years,4263.0,2156.0,1708.0,4.0,,448.0
154118,2022-03-29,Suffolk,Revere,12-15 Years,2613.0,2502.0,2181.0,328.0,,321.0
154119,2022-03-29,Suffolk,Revere,16-19 Years,2844.0,2698.0,2313.0,743.0,,385.0
154120,2022-03-29,Suffolk,Revere,20-29 Years,8303.0,8814.0,7270.0,2362.0,,1544.0
154121,2022-03-29,Suffolk,Revere,30-49 Years,17705.0,18477.0,15898.0,6393.0,,2579.0
154122,2022-03-29,Suffolk,Revere,50-64 Years,12184.0,11209.0,9989.0,5733.0,,1220.0
154123,2022-03-29,Suffolk,Revere,65-74 Years,5047.0,4727.0,4259.0,3058.0,,468.0
154124,2022-03-29,Suffolk,Revere,75+ Years,4312.0,3465.0,3018.0,2220.0,,447.0
154125,2022-03-29,Suffolk,Revere,Total,60849.0,54048.0,46636.0,20841.0,,7412.0
157150,2022-04-05,Suffolk,Revere,5-11 Years,4263.0,2178.0,1725.0,4.0,,453.0
157151,2022-04-05,Suffolk,Revere,12-15 Years,2613.0,2505.0,2191.0,338.0,,314.0
157152,2022-04-05,Suffolk,Revere,16-19 Years,2844.0,2703.0,2316.0,753.0,,387.0
157153,2022-04-05,Suffolk,Revere,20-29 Years,8303.0,8817.0,7273.0,2397.0,,1544.0
157154,2022-04-05,Suffolk,Revere,30-49 Years,17705.0,18499.0,15914.0,6438.0,,2585.0
157155,2022-04-05,Suffolk,Revere,50-64 Years,12184.0,11213.0,9995.0,5765.0,,1218.0
157156,2022-04-05,Suffolk,Revere,65-74 Years,5047.0,4731.0,4258.0,3063.0,,473.0
157157,2022-04-05,Suffolk,Revere,75+ Years,4312.0,3475.0,3021.0,2238.0,,454.0
157158,2022-04-05,Suffolk,Revere,Total,60849.0,54121.0,46693.0,20996.0,,7428.0
160183,2022-04-12,Suffolk,Revere,5-11 Years,4263.0,2199.0,1748.0,4.0,,451.0
160184,2022-04-12,Suffolk,Revere,12-15 Years,2613.0,2513.0,2196.0,346.0,,317.0
160185,2022-04-12,Suffolk,Revere,16-19 Years,2844.0,2713.0,2318.0,769.0,,395.0
160186,2022-04-12,Suffolk,Revere,20-29 Years,8303.0,8821.0,7277.0,2425.0,,1544.0
160187,2022-04-12,Suffolk,Revere,30-49 Years,17705.0,18517.0,15916.0,6485.0,,2601.0
160188,2022-04-12,Suffolk,Revere,50-64 Years,12184.0,11222.0,10006.0,5810.0,,1216.0
160189,2022-04-12,Suffolk,Revere,65-74 Years,5047.0,4734.0,4267.0,3085.0,,467.0
160190,2022-04-12,Suffolk,Revere,75+ Years,4312.0,3476.0,3027.0,2259.0,,449.0
160191,2022-04-12,Suffolk,Revere,Total,60849.0,54195.0,46755.0,21183.0,,7440.0
163216,2022-04-19,Suffolk,Revere,5-11 Years,4263.0,2209.0,1764.0,4.0,,445.0
163217,2022-04-19,Suffolk,Revere,12-15 Years,2613.0,2514.0,2201.0,357.0,,313.0
163218,2022-04-19,Suffolk,Revere,16-19 Years,2844.0,2717.0,2324.0,775.0,,393.0
163219,2022-04-19,Suffolk,Revere,20-29 Years,8303.0,8826.0,7288.0,2439.0,,1538.0
163220,2022-04-19,Suffolk,Revere,30-49 Years,17705.0,18529.0,15930.0,6533.0,,2599.0
163221,2022-04-19,Suffolk,Revere,50-64 Years,12184.0,11218.0,10005.0,5836.0,,1213.0
163222,2022-04-19,Suffolk,Revere,65-74 Years,5047.0,4731.0,4271.0,3108.0,,460.0
163223,2022-04-19,Suffolk,Revere,75+ Years,4312.0,3479.0,3032.0,2274.0,,447.0
163224,2022-04-19,Suffolk,Revere,Total,60849.0,54223.0,46815.0,21326.0,,7408.0
166249,2022-04-26,Suffolk,Revere,5-11 Years,4263.0,2223.0,1785.0,4.0,,438.0
166250,2022-04-26,Suffolk,Revere,12-15 Years,2613.0,2521.0,2206.0,373.0,,315.0
166251,2022-04-26,Suffolk,Revere,16-19 Years,2844.0,2719.0,2330.0,788.0,,389.0
166252,2022-04-26,Suffolk,Revere,20-29 Years,8303.0,8834.0,7294.0,2469.0,,1540.0
166253,2022-04-26,Suffolk,Revere,30-49 Years,17705.0,18552.0,15936.0,6574.0,,2616.0
166254,2022-04-26,Suffolk,Revere,50-64 Years,12184.0,11223.0,10012.0,5868.0,,1211.0
166255,2022-04-26,Suffolk,Revere,65-74 Years,5047.0,4727.0,4271.0,3128.0,,456.0
166256,2022-04-26,Suffolk,Revere,75+ Years,4312.0,3482.0,3036.0,2289.0,,446.0
166257,2022-04-26,Suffolk,Revere,Total,60849.0,54281.0,46870.0,21493.0,,7411.0
169282,2022-05-03,Suffolk,Revere,5-11 Years,4263.0,2243.0,1797.0,4.0,,446.0
169283,2022-05-03,Suffolk,Revere,12-15 Years,2613.0,2528.0,2216.0,383.0,,312.0
169284,2022-05-03,Suffolk,Revere,16-19 Years,2844.0,2723.0,2333.0,799.0,,390.0
169285,2022-05-03,Suffolk,Revere,20-29 Years,8303.0,8848.0,7298.0,2490.0,,1550.0
169286,2022-05-03,Suffolk,Revere,30-49 Years,17705.0,18562.0,15944.0,6602.0,,2618.0
169287,2022-05-03,Suffolk,Revere,50-64 Years,12184.0,11228.0,10012.0,5898.0,,1216.0
169288,2022-05-03,Suffolk,Revere,65-74 Years,5047.0,4727.0,4272.0,3135.0,,455.0
169289,2022-05-03,Suffolk,Revere,75+ Years,4312.0,3488.0,3041.0,2306.0,,447.0
169290,2022-05-03,Suffolk,Revere,Total,60849.0,54347.0,46913.0,21617.0,,7434.0
172315,2022-05-10,Suffolk,Revere,5-11 Years,4263.0,2268.0,1807.0,4.0,,461.0
172316,2022-05-10,Suffolk,Revere,12-15 Years,2613.0,2546.0,2227.0,395.0,,319.0
172317,2022-05-10,Suffolk,Revere,16-19 Years,2844.0,2729.0,2336.0,813.0,,393.0
172318,2022-05-10,Suffolk,Revere,20-29 Years,8303.0,8862.0,7306.0,2507.0,,1556.0
172319,2022-05-10,Suffolk,Revere,30-49 Years,17705.0,18568.0,15951.0,6635.0,,2617.0
172320,2022-05-10,Suffolk,Revere,50-64 Years,12184.0,11236.0,10012.0,5924.0,,1224.0
172321,2022-05-10,Suffolk,Revere,65-74 Years,5047.0,4726.0,4279.0,3152.0,,447.0
172322,2022-05-10,Suffolk,Revere,75+ Years,4312.0,3490.0,3052.0,2317.0,,438.0
172323,2022-05-10,Suffolk,Revere,Total,60849.0,54425.0,46970.0,21747.0,,7455.0
175348,2022-05-17,Suffolk,Revere,5-11 Years,4263.0,2284.0,1814.0,4.0,,470.0
175349,2022-05-17,Suffolk,Revere,12-15 Years,2613.0,2553.0,2228.0,402.0,,325.0
175350,2022-05-17,Suffolk,Revere,16-19 Years,2844.0,2736.0,2341.0,828.0,,395.0
175351,2022-05-17,Suffolk,Revere,20-29 Years,8303.0,8878.0,7324.0,2528.0,,1554.0
175352,2022-05-17,Suffolk,Revere,30-49 Years,17705.0,18591.0,15958.0,6673.0,,2633.0
175353,2022-05-17,Suffolk,Revere,50-64 Years,12184.0,11252.0,10023.0,5963.0,,1229.0
175354,2022-05-17,Suffolk,Revere,65-74 Years,5047.0,4742.0,4282.0,3166.0,,460.0
175355,2022-05-17,Suffolk,Revere,75+ Years,4312.0,3528.0,3059.0,2332.0,,469.0
175356,2022-05-17,Suffolk,Revere,Total,60849.0,54564.0,47029.0,21896.0,,7535.0
178381,2022-05-24,Suffolk,Revere,5-11 Years,4263.0,2302.0,1828.0,10.0,,474.0
178382,2022-05-24,Suffolk,Revere,12-15 Years,2613.0,2564.0,2233.0,413.0,,331.0
178383,2022-05-24,Suffolk,Revere,16-19 Years,2844.0,2740.0,2345.0,840.0,,395.0
178384,2022-05-24,Suffolk,Revere,20-29 Years,8303.0,8884.0,7323.0,2552.0,,1561.0
178385,2022-05-24,Suffolk,Revere,30-49 Years,17705.0,18614.0,15970.0,6731.0,,2644.0
178386,2022-05-24,Suffolk,Revere,50-64 Years,12184.0,11274.0,10041.0,6012.0,,1233.0
178387,2022-05-24,Suffolk,Revere,65-74 Years,5047.0,4762.0,4295.0,3184.0,,467.0
178388,2022-05-24,Suffolk,Revere,75+ Years,4312.0,3563.0,3077.0,2360.0,,486.0
178389,2022-05-24,Suffolk,Revere,Total,60849.0,54703.0,47112.0,22102.0,,7591.0
181414,2022-05-31,Suffolk,Revere,5-11 Years,4263.0,2308.0,1841.0,21.0,,467.0
181415,2022-05-31,Suffolk,Revere,12-15 Years,2613.0,2570.0,2232.0,423.0,,338.0
181416,2022-05-31,Suffolk,Revere,16-19 Years,2844.0,2741.0,2346.0,850.0,,395.0
181417,2022-05-31,Suffolk,Revere,20-29 Years,8303.0,8899.0,7332.0,2576.0,,1567.0
181418,2022-05-31,Suffolk,Revere,30-49 Years,17705.0,18645.0,15984.0,6770.0,,2661.0
181419,2022-05-31,Suffolk,Revere,50-64 Years,12184.0,11284.0,10048.0,6039.0,,1236.0
181420,2022-05-31,Suffolk,Revere,65-74 Years,5047.0,4767.0,4291.0,3195.0,,476.0
181421,2022-05-31,Suffolk,Revere,75+ Years,4312.0,3568.0,3081.0,2366.0,,487.0
181422,2022-05-31,Suffolk,Revere,Total,60849.0,54782.0,47155.0,22240.0,,7627.0
184447,2022-06-07,Suffolk,Revere,5-11 Years,4263.0,2323.0,1855.0,33.0,,468.0
184448,2022-06-07,Suffolk,Revere,12-15 Years,2613.0,2575.0,2236.0,434.0,,339.0
184449,2022-06-07,Suffolk,Revere,16-19 Years,2844.0,2747.0,2352.0,863.0,,395.0
184450,2022-06-07,Suffolk,Revere,20-29 Years,8303.0,8913.0,7336.0,2596.0,,1577.0
184451,2022-06-07,Suffolk,Revere,30-49 Years,17705.0,18658.0,15995.0,6837.0,,2663.0
184452,2022-06-07,Suffolk,Revere,50-64 Years,12184.0,11293.0,10051.0,6083.0,,1242.0
184453,2022-06-07,Suffolk,Revere,65-74 Years,5047.0,4764.0,4290.0,3207.0,,474.0
184454,2022-06-07,Suffolk,Revere,75+ Years,4312.0,3566.0,3079.0,2371.0,,487.0
184455,2022-06-07,Suffolk,Revere,Total,60849.0,54839.0,47194.0,22424.0,,7645.0
187480,2022-06-14,Suffolk,Revere,5-11 Years,4263.0,2332.0,1873.0,39.0,,459.0
187481,2022-06-14,Suffolk,Revere,12-15 Years,2613.0,2579.0,2251.0,446.0,,328.0
187482,2022-06-14,Suffolk,Revere,16-19 Years,2844.0,2747.0,2355.0,873.0,,392.0
187483,2022-06-14,Suffolk,Revere,20-29 Years,8303.0,8913.0,7334.0,2606.0,,1579.0
187484,2022-06-14,Suffolk,Revere,30-49 Years,17705.0,18674.0,16004.0,6880.0,,2670.0
187485,2022-06-14,Suffolk,Revere,50-64 Years,12184.0,11301.0,10059.0,6114.0,,1242.0
187486,2022-06-14,Suffolk,Revere,65-74 Years,5047.0,4767.0,4296.0,3219.0,,471.0
187487,2022-06-14,Suffolk,Revere,75+ Years,4312.0,3563.0,3080.0,2384.0,,483.0
187488,2022-06-14,Suffolk,Revere,Total,60849.0,54876.0,47252.0,22561.0,,7624.0
190513,2022-06-21,Suffolk,Revere,5-11 Years,4263.0,2346.0,1875.0,49.0,,471.0
190514,2022-06-21,Suffolk,Revere,12-15 Years,2613.0,2583.0,2254.0,455.0,,329.0
190515,2022-06-21,Suffolk,Revere,16-19 Years,2844.0,2755.0,2356.0,876.0,,399.0
