date,county,city,age_group,population,atleast_onedose,fully_vaccinated,boosted,boosted_second,partially_vaccinated
2021-08-24,Middlesex,Newton,50-64 Years,17494,18022,16777,,,1245
2021-08-24,Middlesex,Newton,65-74 Years,9938,10461,9597,,,864
2021-08-24,Middlesex,Newton,75+ Years,7438,7733,7091,,,642
2021-08-24,Middlesex,Newton,Total,91690,75737,69347,,,6390
2021-08-24,Norfolk,Wellesley,12-15 Years,1831,1813,1626,,,187
2021-08-24,Norfolk,Wellesley,16-19 Years,3319,2061,1801,,,260
2021-08-24,Norfolk,Wellesley,20-29 Years,4462,2711,2335,,,376
2021-08-24,Norfolk,Wellesley,30-49 Years,5413,4937,4607,,,330
2021-08-24,Norfolk,Wellesley,50-64 Years,5510,5575,5249,,,326
2021-08-24,Norfolk,Wellesley,65-74 Years,2621,2264,2056,,,208
2021-08-24,Norfolk,Wellesley,75+ Years,2135,2125,1966,,,159
2021-08-24,Norfolk,Wellesley,Total,29713,21490,19641,,,1849
2021-08-31,Suffolk,Chelsea,12-15 Years,1768,1609,1290,,,319
2021-08-31,Suffolk,Chelsea,16-19 Years,1762,1714,1391,,,323
2021-08-31,Suffolk,Chelsea,20-29 Years,6170,5235,4325,,,910
2021-08-31,Suffolk,Chelsea,30-49 Years,11744,11860,10120,,,1740
2021-08-31,Suffolk,Chelsea,50-64 Years,5861,6213,5490,,,723
2021-08-31,Suffolk,Chelsea,65-74 Years,2092,2145,1992,,,153
2021-08-31,Suffolk,Chelsea,75+ Years,1471,1440,1294,,,146
2021-08-31,Suffolk,Chelsea,Total,36918,30217,25902,,,4315
2021-08-31,Suffolk,Revere,12-15 Years,2613,1967,1624,,,343
2021-08-31,Suffolk,Revere,16-19 Years,2844,2264,1920,,,344
2021-08-31,Suffolk,Revere,20-29 Years,8303,6999,5968,,,1031
2021-08-31,Suffolk,Revere,30-49 Years,17705,15657,13864,,,1793
2021-08-31,Suffolk,Revere,50-64 Years,12184,10047,9155,,,892
2021-08-31,Suffolk,Revere,65-74 Years,5047,4345,4028,,,317
2021-08-31,Suffolk,Revere,75+ Years,4312,3182,2796,,,386
2021-08-31,Suffolk,Revere,Total,60849,44461,39355,,,5106
2021-08-31,Middlesex,Newton,12-15 Years,4932,5005,4401,,,604
2021-08-31,Middlesex,Newton,16-19 Years,8329,5286,4700,,,586
2021-08-31,Middlesex,Newton,20-29 Years,12487,9150,8192,,,958
2021-08-31,Middlesex,Newton,30-49 Years,19706,20304,18821,,,1483
2021-08-31,Middlesex,Newton,50-64 Years,17494,18121,16886,,,1235
2021-08-31,Middlesex,Newton,65-74 Years,9938,10519,9637,,,882
2021-08-31,Middlesex,Newton,75+ Years,7438,7766,7120,,,646
2021-08-31,Middlesex,Newton,Total,91690,76155,69757,,,6398
2021-08-31,Norfolk,Wellesley,12-15 Years,1831,1835,1640,,,195
2021-08-31,Norfolk,Wellesley,16-19 Years,3319,2109,1818,,,291
2021-08-31,Norfolk,Wellesley,20-29 Years,4462,2745,2338,,,407
2021-08-31,Norfolk,Wellesley,30-49 Years,5413,4949,4620,,,329
2021-08-31,Norfolk,Wellesley,50-64 Years,5510,5588,5255,,,333
2021-08-31,Norfolk,Wellesley,65-74 Years,2621,2274,2058,,,216
2021-08-31,Norfolk,Wellesley,75+ Years,2135,2123,1969,,,154
2021-08-31,Norfolk,Wellesley,Total,29713,21627,19699,,,1928
2021-09-07,Suffolk,Chelsea,12-15 Years,1768,1630,1328,,,302
2021-09-07,Suffolk,Chelsea,16-19 Years,1762,1735,1408,,,327
2021-09-07,Suffolk,Chelsea,20-29 Years,6170,5289,4391,,,898
2021-09-07,Suffolk,Chelsea,30-49 Years,11744,11904,10201,,,1703
2021-09-07,Suffolk,Chelsea,50-64 Years,5861,6249,5522,,,727
2021-09-07,Suffolk,Chelsea,65-74 Years,2092,2141,1994,,,147
2021-09-07,Suffolk,Chelsea,75+ Years,1471,1443,1298,,,145
2021-09-07,Suffolk,Chelsea,Total,36918,30392,26142,,,4250
2021-09-07,Suffolk,Revere,12-15 Years,2613,1996,1667,,,329
2021-09-07,Suffolk,Revere,16-19 Years,2844,2278,1949,,,329
2021-09-07,Suffolk,Revere,20-29 Years,8303,7067,6058,,,1009
2021-09-07,Suffolk,Revere,30-49 Years,17705,15780,13996,,,1784
2021-09-07,Suffolk,Revere,50-64 Years,12184,10099,9187,,,912
2021-09-07,Suffolk,Revere,65-74 Years,5047,4355,4038,,,317
2021-09-07,Suffolk,Revere,75+ Years,4312,3180,2796,,,384
2021-09-07,Suffolk,Revere,Total,60849,44755,39691,,,5064
2021-09-07,Middlesex,Newton,12-15 Years,4932,5056,4455,,,601
2021-09-07,Middlesex,Newton,16-19 Years,8329,5310,4714,,,596
2021-09-07,Middlesex,Newton,20-29 Years,12487,9184,8231,,,953
2021-09-07,Middlesex,Newton,30-49 Years,19706,20360,18893,,,1467
2021-09-07,Middlesex,Newton,50-64 Years,17494,18163,16922,,,1241
2021-09-07,Middlesex,Newton,65-74 Years,9938,10582,9669,,,913
2021-09-07,Middlesex,Newton,75+ Years,7438,7796,7102,,,694
2021-09-07,Middlesex,Newton,Total,91690,76455,69986,,,6469
2021-09-07,Norfolk,Wellesley,12-15 Years,1831,1847,1650,,,197
2021-09-07,Norfolk,Wellesley,16-19 Years,3319,2116,1821,,,295
2021-09-07,Norfolk,Wellesley,20-29 Years,4462,2768,2338,,,430
2021-09-07,Norfolk,Wellesley,30-49 Years,5413,4958,4633,,,325
2021-09-07,Norfolk,Wellesley,50-64 Years,5510,5596,5259,,,337
2021-09-07,Norfolk,Wellesley,65-74 Years,2621,2284,2062,,,222
2021-09-07,Norfolk,Wellesley,75+ Years,2135,2104,1948,,,156
2021-09-07,Norfolk,Wellesley,Total,29713,21677,19712,,,1965
2021-09-14,Suffolk,Chelsea,12-15 Years,1768,1649,1379,,,270
2021-09-14,Suffolk,Chelsea,16-19 Years,1762,1747,1423,,,324
2021-09-14,Suffolk,Chelsea,20-29 Years,6170,5347,4438,,,909
2021-09-14,Suffolk,Chelsea,30-49 Years,11744,11990,10279,,,1711
2021-09-14,Suffolk,Chelsea,50-64 Years,5861,6268,5553,,,715
2021-09-14,Suffolk,Chelsea,65-74 Years,2092,2153,2003,,,150
2021-09-14,Suffolk,Chelsea,75+ Years,1471,1446,1301,,,145
2021-09-14,Suffolk,Chelsea,Total,36918,30601,26376,,,4225
2021-09-14,Suffolk,Revere,12-15 Years,2613,2024,1727,,,297
2021-09-14,Suffolk,Revere,16-19 Years,2844,2301,1981,,,320
2021-09-14,Suffolk,Revere,20-29 Years,8303,7144,6137,,,1007
2021-09-14,Suffolk,Revere,30-49 Years,17705,15908,14123,,,1785
2021-09-14,Suffolk,Revere,50-64 Years,12184,10141,9230,,,911
2021-09-14,Suffolk,Revere,65-74 Years,5047,4360,4042,,,318
2021-09-14,Suffolk,Revere,75+ Years,4312,3188,2807,,,381
2021-09-14,Suffolk,Revere,Total,60849,45066,40047,,,5019
2021-09-14,Middlesex,Newton,12-15 Years,4932,5114,4516,,,598
2021-09-14,Middlesex,Newton,16-19 Years,8329,5334,4730,,,604
2021-09-14,Middlesex,Newton,20-29 Years,12487,9230,8256,,,974
2021-09-14,Middlesex,Newton,30-49 Years,19706,20412,18932,,,1480
2021-09-14,Middlesex,Newton,50-64 Years,17494,18207,16950,,,1257
2021-09-14,Middlesex,Newton,65-74 Years,9938,10637,9683,,,954
2021-09-14,Middlesex,Newton,75+ Years,7438,7853,7131,,,722
2021-09-14,Middlesex,Newton,Total,91690,76791,70198,,,6593
2021-09-14,Norfolk,Wellesley,12-15 Years,1831,1858,1664,,,194
2021-09-14,Norfolk,Wellesley,16-19 Years,3319,2132,1825,,,307
2021-09-14,Norfolk,Wellesley,20-29 Years,4462,2804,2348,,,456
2021-09-14,Norfolk,Wellesley,30-49 Years,5413,4971,4642,,,329
2021-09-14,Norfolk,Wellesley,50-64 Years,5510,5614,5270,,,344
2021-09-14,Norfolk,Wellesley,65-74 Years,2621,2297,2065,,,232
2021-09-14,Norfolk,Wellesley,75+ Years,2135,2113,1947,,,166
2021-09-14,Norfolk,Wellesley,Total,29713,21793,19762,,,2031
2021-09-21,Suffolk,Chelsea,12-15 Years,1768,1670,1413,,,257
2021-09-21,Suffolk,Chelsea,16-19 Years,1762,1766,1442,,,324
2021-09-21,Suffolk,Chelsea,20-29 Years,6170,5418,4494,,,924
2021-09-21,Suffolk,Chelsea,30-49 Years,11744,12089,10359,,,1730
2021-09-21,Suffolk,Chelsea,50-64 Years,5861,6294,5582,,,712
2021-09-21,Suffolk,Chelsea,65-74 Years,2092,2161,2013,,,148
2021-09-21,Suffolk,Chelsea,75+ Years,1471,1446,1303,,,143
2021-09-21,Suffolk,Chelsea,Total,36918,30845,26606,,,4239
2021-09-21,Suffolk,Revere,12-15 Years,2613,2048,1767,,,281
2021-09-21,Suffolk,Revere,16-19 Years,2844,2318,2007,,,311
2021-09-21,Suffolk,Revere,20-29 Years,8303,7228,6215,,,1013
2021-09-21,Suffolk,Revere,30-49 Years,17705,16051,14252,,,1799
2021-09-21,Suffolk,Revere,50-64 Years,12184,10189,9284,,,905
2021-09-21,Suffolk,Revere,65-74 Years,5047,4369,4061,,,308
2021-09-21,Suffolk,Revere,75+ Years,4312,3186,2807,,,379
2021-09-21,Suffolk,Revere,Total,60849,45389,40393,,,4996
2021-09-21,Middlesex,Newton,12-15 Years,4932,5466,4889,,,577
2021-09-21,Middlesex,Newton,16-19 Years,8329,5407,4815,,,592
2021-09-21,Middlesex,Newton,20-29 Years,12487,9297,8335,,,962
2021-09-21,Middlesex,Newton,30-49 Years,19706,20563,19088,,,1475
2021-09-21,Middlesex,Newton,50-64 Years,17494,18315,17061,,,1254
2021-09-21,Middlesex,Newton,65-74 Years,9938,10690,9731,,,959
2021-09-21,Middlesex,Newton,75+ Years,7438,7914,7180,,,734
2021-09-21,Middlesex,Newton,Total,91690,77656,71099,,,6557
2021-09-21,Norfolk,Wellesley,12-15 Years,1831,1868,1682,,,186
2021-09-21,Norfolk,Wellesley,16-19 Years,3319,2144,1847,,,297
2021-09-21,Norfolk,Wellesley,20-29 Years,4462,2828,2375,,,453
2021-09-21,Norfolk,Wellesley,30-49 Years,5413,4992,4668,,,324
2021-09-21,Norfolk,Wellesley,50-64 Years,5510,5632,5286,,,346
2021-09-21,Norfolk,Wellesley,65-74 Years,2621,2315,2074,,,241
2021-09-21,Norfolk,Wellesley,75+ Years,2135,2127,1965,,,162
2021-09-21,Norfolk,Wellesley,Total,29713,21910,19898,,,2012
2021-09-28,Suffolk,Chelsea,12-15 Years,1768,1681,1431,,,250
2021-09-28,Suffolk,Chelsea,16-19 Years,1762,1777,1456,,,321
2021-09-28,Suffolk,Chelsea,20-29 Years,6170,5477,4540,,,937
2021-09-28,Suffolk,Chelsea,30-49 Years,11744,12161,10409,,,1752
2021-09-28,Suffolk,Chelsea,50-64 Years,5861,6346,5634,,,712
2021-09-28,Suffolk,Chelsea,65-74 Years,2092,2218,2063,,,155
2021-09-28,Suffolk,Chelsea,75+ Years,1471,1518,1359,,,159
2021-09-28,Suffolk,Chelsea,Total,36918,31179,26892,,,4287
2021-09-28,Suffolk,Revere,12-15 Years,2613,2070,1793,,,277
2021-09-28,Suffolk,Revere,16-19 Years,2844,2338,2022,,,316
2021-09-28,Suffolk,Revere,20-29 Years,8303,7285,6272,,,1013
2021-09-28,Suffolk,Revere,30-49 Years,17705,16151,14336,,,1815
2021-09-28,Suffolk,Revere,50-64 Years,12184,10212,9305,,,907
2021-09-28,Suffolk,Revere,65-74 Years,5047,4380,4070,,,310
2021-09-28,Suffolk,Revere,75+ Years,4312,3197,2814,,,383
2021-09-28,Suffolk,Revere,Total,60849,45633,40612,,,5021
2021-09-28,Middlesex,Newton,12-15 Years,4932,5491,4923,,,568
2021-09-28,Middlesex,Newton,16-19 Years,8329,5419,4835,,,584
2021-09-28,Middlesex,Newton,20-29 Years,12487,9332,8375,,,957
2021-09-28,Middlesex,Newton,30-49 Years,19706,20627,19134,,,1493
2021-09-28,Middlesex,Newton,50-64 Years,17494,18376,17093,,,1283
2021-09-28,Middlesex,Newton,65-74 Years,9938,10770,9749,,,1021
2021-09-28,Middlesex,Newton,75+ Years,7438,7995,7197,,,798
2021-09-28,Middlesex,Newton,Total,91690,78014,71307,,,6707
2021-09-28,Norfolk,Wellesley,12-15 Years,1831,1879,1697,,,182
2021-09-28,Norfolk,Wellesley,16-19 Years,3319,2156,1868,,,288
2021-09-28,Norfolk,Wellesley,20-29 Years,4462,2847,2391,,,456
2021-09-28,Norfolk,Wellesley,30-49 Years,5413,5010,4676,,,334
2021-09-28,Norfolk,Wellesley,50-64 Years,5510,5651,5293,,,358
2021-09-28,Norfolk,Wellesley,65-74 Years,2621,2342,2079,,,263
2021-09-28,Norfolk,Wellesley,75+ Years,2135,2145,1967,,,178
2021-09-28,Norfolk,Wellesley,Total,29713,22034,19972,,,2062
2021-10-05,Suffolk,Chelsea,12-15 Years,1768,1695,1446,,,249
2021-10-05,Suffolk,Chelsea,16-19 Years,1762,1796,1463,,,333
2021-10-05,Suffolk,Chelsea,20-29 Years,6170,5522,4575,,,947
2021-10-05,Suffolk,Chelsea,30-49 Years,11744,12197,10452,,,1745
2021-10-05,Suffolk,Chelsea,50-64 Years,5861,6357,5646,,,711
2021-10-05,Suffolk,Chelsea,65-74 Years,2092,2233,2072,,,161
2021-10-05,Suffolk,Chelsea,75+ Years,1471,1531,1366,,,165
2021-10-05,Suffolk,Chelsea,Total,36918,31332,27020,,,4312
2021-10-05,Suffolk,Revere,12-15 Years,2613,2091,1808,,,283
2021-10-05,Suffolk,Revere,16-19 Years,2844,2353,2036,,,317
2021-10-05,Suffolk,Revere,20-29 Years,8303,7343,6334,,,1009
2021-10-05,Suffolk,Revere,30-49 Years,17705,16235,14448,,,1787
2021-10-05,Suffolk,Revere,50-64 Years,12184,10252,9346,,,906
2021-10-05,Suffolk,Revere,65-74 Years,5047,4410,4086,,,324
2021-10-05,Suffolk,Revere,75+ Years,4312,3229,2825,,,404
2021-10-05,Suffolk,Revere,Total,60849,45913,40883,,,5030
2021-10-05,Middlesex,Newton,12-15 Years,4932,5519,4970,,,549
2021-10-05,Middlesex,Newton,16-19 Years,8329,5418,4851,,,567
2021-10-05,Middlesex,Newton,20-29 Years,12487,9363,8414,,,949
2021-10-05,Middlesex,Newton,30-49 Years,19706,20701,19167,,,1534
2021-10-05,Middlesex,Newton,50-64 Years,17494,18412,17113,,,1299
2021-10-05,Middlesex,Newton,65-74 Years,9938,10939,9807,,,1132
2021-10-05,Middlesex,Newton,75+ Years,7438,8099,7221,,,878
2021-10-05,Middlesex,Newton,Total,91690,78455,71544,,,6911
2021-10-05,Norfolk,Wellesley,12-15 Years,1831,1884,1706,,,178
2021-10-05,Norfolk,Wellesley,16-19 Years,3319,2152,1875,,,277
2021-10-05,Norfolk,Wellesley,20-29 Years,4462,2849,2405,,,444
2021-10-05,Norfolk,Wellesley,30-49 Years,5413,5014,4679,,,335
2021-10-05,Norfolk,Wellesley,50-64 Years,5510,5673,5309,,,364
2021-10-05,Norfolk,Wellesley,65-74 Years,2621,2400,2105,,,295
2021-10-05,Norfolk,Wellesley,75+ Years,2135,2167,1961,,,206
2021-10-05,Norfolk,Wellesley,Total,29713,22143,20041,,,2102
2021-10-12,Suffolk,Chelsea,12-15 Years,1768,1712,1458,,,254
2021-10-12,Suffolk,Chelsea,16-19 Years,1762,1821,1479,,,342
2021-10-12,Suffolk,Chelsea,20-29 Years,6170,5558,4622,,,936
2021-10-12,Suffolk,Chelsea,30-49 Years,11744,12274,10526,,,1748
2021-10-12,Suffolk,Chelsea,50-64 Years,5861,6364,5667,,,697
2021-10-12,Suffolk,Chelsea,65-74 Years,2092,2251,2082,,,169
2021-10-12,Suffolk,Chelsea,75+ Years,1471,1546,1374,,,172
2021-10-12,Suffolk,Chelsea,Total,36918,31527,27208,,,4319
2021-10-12,Suffolk,Revere,12-15 Years,2613,2106,1829,,,277
2021-10-12,Suffolk,Revere,16-19 Years,2844,2367,2052,,,315
2021-10-12,Suffolk,Revere,20-29 Years,8303,7394,6401,,,993
2021-10-12,Suffolk,Revere,30-49 Years,17705,16331,14574,,,1757
2021-10-12,Suffolk,Revere,50-64 Years,12184,10301,9406,,,895
2021-10-12,Suffolk,Revere,65-74 Years,5047,4418,4085,,,333
2021-10-12,Suffolk,Revere,75+ Years,4312,3250,2838,,,412
2021-10-12,Suffolk,Revere,Total,60849,46167,41185,,,4982
2021-10-12,Middlesex,Newton,12-15 Years,4932,5536,4984,,,552
2021-10-12,Middlesex,Newton,16-19 Years,8329,5421,4867,,,554
2021-10-12,Middlesex,Newton,20-29 Years,12487,9372,8420,,,952
2021-10-12,Middlesex,Newton,30-49 Years,19706,20727,19172,,,1555
2021-10-12,Middlesex,Newton,50-64 Years,17494,18472,17161,,,1311
2021-10-12,Middlesex,Newton,65-74 Years,9938,11029,9842,,,1187
2021-10-12,Middlesex,Newton,75+ Years,7438,8183,7235,,,948
2021-10-12,Middlesex,Newton,Total,91690,78744,71682,,,7062
2021-10-12,Norfolk,Wellesley,12-15 Years,1831,1892,1713,,,179
2021-10-12,Norfolk,Wellesley,16-19 Years,3319,2160,1883,,,277
2021-10-12,Norfolk,Wellesley,20-29 Years,4462,2843,2408,,,435
2021-10-12,Norfolk,Wellesley,30-49 Years,5413,5013,4679,,,334
2021-10-12,Norfolk,Wellesley,50-64 Years,5510,5684,5306,,,378
2021-10-12,Norfolk,Wellesley,65-74 Years,2621,2434,2117,,,317
2021-10-12,Norfolk,Wellesley,75+ Years,2135,2194,1964,,,230
2021-10-12,Norfolk,Wellesley,Total,29713,22225,20072,,,2153
2021-10-19,Suffolk,Chelsea,12-15 Years,1768,1730,1472,,,258
2021-10-19,Suffolk,Chelsea,16-19 Years,1762,1832,1491,,,341
2021-10-19,Suffolk,Chelsea,20-29 Years,6170,5611,4674,,,937
2021-10-19,Suffolk,Chelsea,30-49 Years,11744,12297,10579,,,1718
2021-10-19,Suffolk,Chelsea,50-64 Years,5861,6370,5680,,,690
2021-10-19,Suffolk,Chelsea,65-74 Years,2092,2254,2078,,,176
2021-10-19,Suffolk,Chelsea,75+ Years,1471,1562,1384,,,178
2021-10-19,Suffolk,Chelsea,Total,36918,31657,27358,,,4299
2021-10-19,Suffolk,Revere,12-15 Years,2613,2116,1848,,,268
2021-10-19,Suffolk,Revere,16-19 Years,2844,2381,2068,,,313
2021-10-19,Suffolk,Revere,20-29 Years,8303,7452,6456,,,996
2021-10-19,Suffolk,Revere,30-49 Years,17705,16403,14650,,,1753
2021-10-19,Suffolk,Revere,50-64 Years,12184,10341,9443,,,898
2021-10-19,Suffolk,Revere,65-74 Years,5047,4446,4097,,,349
2021-10-19,Suffolk,Revere,75+ Years,4312,3281,2842,,,439
2021-10-19,Suffolk,Revere,Total,60849,46420,41404,,,5016
2021-10-19,Middlesex,Newton,12-15 Years,4932,5562,5009,,,553
2021-10-19,Middlesex,Newton,16-19 Years,8329,5397,4847,,,550
2021-10-19,Middlesex,Newton,20-29 Years,12487,9382,8436,,,946
2021-10-19,Middlesex,Newton,30-49 Years,19706,20800,19205,,,1595
2021-10-19,Middlesex,Newton,50-64 Years,17494,18544,17192,,,1352
2021-10-19,Middlesex,Newton,65-74 Years,9938,11096,9868,,,1228
2021-10-19,Middlesex,Newton,75+ Years,7438,8257,7238,,,1019
2021-10-19,Middlesex,Newton,Total,91690,79043,71796,,,7247
2021-10-19,Norfolk,Wellesley,12-15 Years,1831,1892,1722,,,170
2021-10-19,Norfolk,Wellesley,16-19 Years,3319,2166,1887,,,279
2021-10-19,Norfolk,Wellesley,20-29 Years,4462,2844,2415,,,429
2021-10-19,Norfolk,Wellesley,30-49 Years,5413,5038,4692,,,346
2021-10-19,Norfolk,Wellesley,50-64 Years,5510,5698,5310,,,388
2021-10-19,Norfolk,Wellesley,65-74 Years,2621,2458,2133,,,325
2021-10-19,Norfolk,Wellesley,75+ Years,2135,2239,1974,,,265
2021-10-19,Norfolk,Wellesley,Total,29713,22340,20135,,,2205
2021-10-26,Suffolk,Chelsea,12-15 Years,1768,1740,1489,,,251
2021-10-26,Suffolk,Chelsea,16-19 Years,1762,1848,1505,,,343
2021-10-26,Suffolk,Chelsea,20-29 Years,6170,5667,4727,,,940
2021-10-26,Suffolk,Chelsea,30-49 Years,11744,12362,10655,,,1707
2021-10-26,Suffolk,Chelsea,50-64 Years,5861,6395,5710,,,685
2021-10-26,Suffolk,Chelsea,65-74 Years,2092,2273,2080,,,193
2021-10-26,Suffolk,Chelsea,75+ Years,1471,1578,1387,,,191
2021-10-26,Suffolk,Chelsea,Total,36918,31864,27553,,,4311
2021-10-26,Suffolk,Revere,12-15 Years,2613,2129,1856,,,273
2021-10-26,Suffolk,Revere,16-19 Years,2844,2383,2076,,,307
2021-10-26,Suffolk,Revere,20-29 Years,8303,7524,6509,,,1015
2021-10-26,Suffolk,Revere,30-49 Years,17705,16502,14743,,,1759
2021-10-26,Suffolk,Revere,50-64 Years,12184,10376,9474,,,902
2021-10-26,Suffolk,Revere,65-74 Years,5047,4485,4108,,,377
2021-10-26,Suffolk,Revere,75+ Years,4312,3302,2841,,,461
2021-10-26,Suffolk,Revere,Total,60849,46701,41607,,,5094
2021-10-26,Middlesex,Newton,12-15 Years,4932,5598,5034,,,564
2021-10-26,Middlesex,Newton,16-19 Years,8329,5377,4840,,,537
2021-10-26,Middlesex,Newton,20-29 Years,12487,9387,8409,,,978
2021-10-26,Middlesex,Newton,30-49 Years,19706,20988,19234,,,1754
2021-10-26,Middlesex,Newton,50-64 Years,17494,18740,17236,,,1504
2021-10-26,Middlesex,Newton,65-74 Years,9938,11287,9899,,,1388
2021-10-26,Middlesex,Newton,75+ Years,7438,8376,7289,,,1087
2021-10-26,Middlesex,Newton,Total,91690,79758,71942,,,7816
2021-10-26,Norfolk,Wellesley,12-15 Years,1831,1911,1735,,,176
2021-10-26,Norfolk,Wellesley,16-19 Years,3319,2168,1885,,,283
2021-10-26,Norfolk,Wellesley,20-29 Years,4462,2861,2424,,,437
2021-10-26,Norfolk,Wellesley,30-49 Years,5413,5072,4687,,,385
2021-10-26,Norfolk,Wellesley,50-64 Years,5510,5755,5328,,,427
2021-10-26,Norfolk,Wellesley,65-74 Years,2621,2519,2146,,,373
2021-10-26,Norfolk,Wellesley,75+ Years,2135,2261,1977,,,284
2021-10-26,Norfolk,Wellesley,Total,29713,22552,20184,,,2368
2021-11-02,Suffolk,Chelsea,12-15 Years,1768,1755,1503,,,252
2021-11-02,Suffolk,Chelsea,16-19 Years,1762,1852,1520,,,332
2021-11-02,Suffolk,Chelsea,20-29 Years,6170,5714,4758,,,956
2021-11-02,Suffolk,Chelsea,30-49 Years,11744,12438,10708,,,1730
2021-11-02,Suffolk,Chelsea,50-64 Years,5861,6431,5720,,,711
2021-11-02,Suffolk,Chelsea,65-74 Years,2092,2319,2096,,,223
2021-11-02,Suffolk,Chelsea,75+ Years,1471,1603,1398,,,205
2021-11-02,Suffolk,Chelsea,Total,36918,32113,27703,,,4410
2021-11-02,Suffolk,Revere,12-15 Years,2613,2137,1869,,,268
2021-11-02,Suffolk,Revere,16-19 Years,2844,2392,2087,,,305
2021-11-02,Suffolk,Revere,20-29 Years,8303,7587,6546,,,1041
2021-11-02,Suffolk,Revere,30-49 Years,17705,16576,14811,,,1765
2021-11-02,Suffolk,Revere,50-64 Years,12184,10443,9510,,,933
2021-11-02,Suffolk,Revere,65-74 Years,5047,4555,4105,,,450
2021-11-02,Suffolk,Revere,75+ Years,4312,3333,2853,,,480
2021-11-02,Suffolk,Revere,Total,60849,47023,41781,,,5242
2021-11-02,Middlesex,Newton,12-15 Years,4932,5611,5046,,,565
2021-11-02,Middlesex,Newton,16-19 Years,8329,5384,4835,,,549
2021-11-02,Middlesex,Newton,20-29 Years,12487,9436,8411,,,1025
2021-11-02,Middlesex,Newton,30-49 Years,19706,21247,19252,,,1995
2021-11-02,Middlesex,Newton,50-64 Years,17494,19004,17275,,,1729
2021-11-02,Middlesex,Newton,65-74 Years,9938,11659,9959,,,1700
2021-11-02,Middlesex,Newton,75+ Years,7438,8532,7357,,,1175
2021-11-02,Middlesex,Newton,Total,91690,80879,72136,,,8743
2021-11-02,Norfolk,Wellesley,12-15 Years,1831,1917,1739,,,178
2021-11-02,Norfolk,Wellesley,16-19 Years,3319,2165,1885,,,280
2021-11-02,Norfolk,Wellesley,20-29 Years,4462,2892,2443,,,449
2021-11-02,Norfolk,Wellesley,30-49 Years,5413,5152,4691,,,461
2021-11-02,Norfolk,Wellesley,50-64 Years,5510,5829,5332,,,497
2021-11-02,Norfolk,Wellesley,65-74 Years,2621,2600,2160,,,440
2021-11-02,Norfolk,Wellesley,75+ Years,2135,2298,1981,,,317
2021-11-02,Norfolk,Wellesley,Total,29713,22857,20233,,,2624
2021-11-09,Suffolk,Chelsea,5-11 Years,3144,103,0,,,103
2021-11-09,Suffolk,Chelsea,12-15 Years,1768,1772,1517,,,255
2021-11-09,Suffolk,Chelsea,16-19 Years,1762,1866,1533,,,333
2021-11-09,Suffolk,Chelsea,20-29 Years,6170,5762,4790,,,972
2021-11-09,Suffolk,Chelsea,30-49 Years,11744,12531,10754,,,1777
2021-11-09,Suffolk,Chelsea,50-64 Years,5861,6471,5723,,,748
2021-11-09,Suffolk,Chelsea,65-74 Years,2092,2370,2107,,,263
2021-11-09,Suffolk,Chelsea,75+ Years,1471,1628,1397,,,231
2021-11-09,Suffolk,Chelsea,Total,36918,32504,27821,,,4683
2021-11-09,Suffolk,Revere,5-11 Years,4263,56,0,,,56
2021-11-09,Suffolk,Revere,12-15 Years,2613,2153,1880,,,273
2021-11-09,Suffolk,Revere,16-19 Years,2844,2397,2097,,,300
2021-11-09,Suffolk,Revere,20-29 Years,8303,7650,6599,,,1051
2021-11-09,Suffolk,Revere,30-49 Years,17705,16655,14841,,,1814
2021-11-09,Suffolk,Revere,50-64 Years,12184,10549,9559,,,990
2021-11-09,Suffolk,Revere,65-74 Years,5047,4631,4129,,,502
2021-11-09,Suffolk,Revere,75+ Years,4312,3354,2868,,,486
2021-11-09,Suffolk,Revere,Total,60849,47445,41973,,,5472
2021-11-09,Middlesex,Newton,5-11 Years,7107,802,2,,,800
2021-11-09,Middlesex,Newton,12-15 Years,4932,5639,5063,,,576
2021-11-09,Middlesex,Newton,16-19 Years,8329,5377,4824,,,553
2021-11-09,Middlesex,Newton,20-29 Years,12487,9510,8425,,,1085
2021-11-09,Middlesex,Newton,30-49 Years,19706,21548,19319,,,2229
2021-11-09,Middlesex,Newton,50-64 Years,17494,19302,17350,,,1952
2021-11-09,Middlesex,Newton,65-74 Years,9938,11926,10020,,,1906
2021-11-09,Middlesex,Newton,75+ Years,7438,8679,7418,,,1261
2021-11-09,Middlesex,Newton,Total,91690,82784,72421,,,10363
2021-11-09,Norfolk,Wellesley,5-11 Years,2692,214,2,,,212
2021-11-09,Norfolk,Wellesley,12-15 Years,1831,1923,1748,,,175
2021-11-09,Norfolk,Wellesley,16-19 Years,3319,2182,1899,,,283
2021-11-09,Norfolk,Wellesley,20-29 Years,4462,2913,2450,,,463
2021-11-09,Norfolk,Wellesley,30-49 Years,5413,5193,4687,,,506
2021-11-09,Norfolk,Wellesley,50-64 Years,5510,5903,5347,,,556
2021-11-09,Norfolk,Wellesley,65-74 Years,2621,2669,2170,,,499
2021-11-09,Norfolk,Wellesley,75+ Years,2135,2342,1995,,,347
2021-11-09,Norfolk,Wellesley,Total,29713,23339,20298,,,3041
2021-11-16,Suffolk,Chelsea,5-11 Years,3144,228,0,,,228
2021-11-16,Suffolk,Chelsea,12-15 Years,1768,1787,1521,,,266
