date,county,city,age_group,population,atleast_onedose,fully_vaccinated,boosted,boosted_second,partially_vaccinated
2022-06-07,Middlesex,Newton,75+ Years,7438,8833,7815,6790,,1018
2022-06-07,Middlesex,Newton,Total,91690,93544,82339,56630,,11205
2022-06-07,Norfolk,Wellesley,5-11 Years,2692,2301,2045,142,,256
2022-06-07,Norfolk,Wellesley,12-15 Years,1831,2035,1885,976,,150
2022-06-07,Norfolk,Wellesley,16-19 Years,3319,2505,2003,1341,,502
2022-06-07,Norfolk,Wellesley,20-29 Years,4462,3649,2647,1524,,1002
2022-06-07,Norfolk,Wellesley,30-49 Years,5413,5413,4802,3504,,611
2022-06-07,Norfolk,Wellesley,50-64 Years,5510,6105,5541,4529,,564
2022-06-07,Norfolk,Wellesley,65-74 Years,2621,2601,2308,1944,,293
2022-06-07,Norfolk,Wellesley,75+ Years,2135,2384,2126,1857,,258
2022-06-07,Norfolk,Wellesley,Total,29713,26995,23357,15817,,3638
2022-06-14,Suffolk,Chelsea,5-11 Years,3144,2251,1601,29,,650
2022-06-14,Suffolk,Chelsea,12-15 Years,1768,2271,1875,429,,396
2022-06-14,Suffolk,Chelsea,16-19 Years,1762,2283,1747,569,,536
2022-06-14,Suffolk,Chelsea,20-29 Years,6170,6957,5497,1754,,1460
2022-06-14,Suffolk,Chelsea,30-49 Years,11744,14010,11625,4969,,2385
2022-06-14,Suffolk,Chelsea,50-64 Years,5861,7063,6029,3682,,1034
2022-06-14,Suffolk,Chelsea,65-74 Years,2092,2531,2239,1640,,292
2022-06-14,Suffolk,Chelsea,75+ Years,1471,1713,1481,1135,,232
2022-06-14,Suffolk,Chelsea,Total,36918,39080,32094,14207,,6986
2022-06-14,Suffolk,Revere,5-11 Years,4263,2332,1873,39,,459
2022-06-14,Suffolk,Revere,12-15 Years,2613,2579,2251,446,,328
2022-06-14,Suffolk,Revere,16-19 Years,2844,2747,2355,873,,392
2022-06-14,Suffolk,Revere,20-29 Years,8303,8913,7334,2606,,1579
2022-06-14,Suffolk,Revere,30-49 Years,17705,18674,16004,6880,,2670
2022-06-14,Suffolk,Revere,50-64 Years,12184,11301,10059,6114,,1242
2022-06-14,Suffolk,Revere,65-74 Years,5047,4767,4296,3219,,471
2022-06-14,Suffolk,Revere,75+ Years,4312,3563,3080,2384,,483
2022-06-14,Suffolk,Revere,Total,60849,54876,47252,22561,,7624
2022-06-14,Middlesex,Newton,5-11 Years,7107,7052,6470,1002,,582
2022-06-14,Middlesex,Newton,12-15 Years,4932,6045,5448,3163,,597
2022-06-14,Middlesex,Newton,16-19 Years,8329,5929,5074,3420,,855
2022-06-14,Middlesex,Newton,20-29 Years,12487,10994,8831,5208,,2163
2022-06-14,Middlesex,Newton,30-49 Years,19706,22962,20167,14353,,2795
2022-06-14,Middlesex,Newton,50-64 Years,17494,20140,18133,14395,,2007
2022-06-14,Middlesex,Newton,65-74 Years,9938,11663,10467,8753,,1196
2022-06-14,Middlesex,Newton,75+ Years,7438,8829,7820,6791,,1009
2022-06-14,Middlesex,Newton,Total,91690,93616,82410,57085,,11206
2022-06-14,Norfolk,Wellesley,5-11 Years,2692,2308,2052,201,,256
2022-06-14,Norfolk,Wellesley,12-15 Years,1831,2036,1886,990,,150
2022-06-14,Norfolk,Wellesley,16-19 Years,3319,2504,2002,1345,,502
2022-06-14,Norfolk,Wellesley,20-29 Years,4462,3653,2648,1524,,1005
2022-06-14,Norfolk,Wellesley,30-49 Years,5413,5415,4803,3502,,612
2022-06-14,Norfolk,Wellesley,50-64 Years,5510,6113,5550,4538,,563
2022-06-14,Norfolk,Wellesley,65-74 Years,2621,2605,2311,1950,,294
2022-06-14,Norfolk,Wellesley,75+ Years,2135,2381,2124,1855,,257
2022-06-14,Norfolk,Wellesley,Total,29713,27017,23376,15905,,3641
2022-06-21,Suffolk,Chelsea,5-11 Years,3144,2267,1617,42,,650
2022-06-21,Suffolk,Chelsea,12-15 Years,1768,2273,1881,442,,392
2022-06-21,Suffolk,Chelsea,16-19 Years,1762,2285,1748,576,,537
2022-06-21,Suffolk,Chelsea,20-29 Years,6170,6971,5505,1770,,1466
2022-06-21,Suffolk,Chelsea,30-49 Years,11744,14009,11623,4992,,2386
2022-06-21,Suffolk,Chelsea,50-64 Years,5861,7069,6027,3702,,1042
2022-06-21,Suffolk,Chelsea,65-74 Years,2092,2531,2241,1651,,290
2022-06-21,Suffolk,Chelsea,75+ Years,1471,1716,1492,1149,,224
2022-06-21,Suffolk,Chelsea,Total,36918,39122,32134,14324,,6988
2022-06-21,Suffolk,Revere,5-11 Years,4263,2346,1875,49,,471
2022-06-21,Suffolk,Revere,12-15 Years,2613,2583,2254,455,,329
2022-06-21,Suffolk,Revere,16-19 Years,2844,2755,2356,876,,399
2022-06-21,Suffolk,Revere,20-29 Years,8303,8918,7341,2617,,1577
2022-06-21,Suffolk,Revere,30-49 Years,17705,18687,16009,6916,,2678
2022-06-21,Suffolk,Revere,50-64 Years,12184,11300,10059,6132,,1241
2022-06-21,Suffolk,Revere,65-74 Years,5047,4775,4305,3228,,470
2022-06-21,Suffolk,Revere,75+ Years,4312,3555,3079,2385,,476
2022-06-21,Suffolk,Revere,Total,60849,54919,47278,22658,,7641
2022-06-21,Middlesex,Newton,5-11 Years,7107,7082,6481,1244,,601
2022-06-21,Middlesex,Newton,12-15 Years,4932,6043,5448,3215,,595
2022-06-21,Middlesex,Newton,16-19 Years,8329,5931,5075,3430,,856
2022-06-21,Middlesex,Newton,20-29 Years,12487,11003,8834,5214,,2169
2022-06-21,Middlesex,Newton,30-49 Years,19706,22969,20173,14362,,2796
2022-06-21,Middlesex,Newton,50-64 Years,17494,20145,18141,14423,,2004
2022-06-21,Middlesex,Newton,65-74 Years,9938,11661,10473,8770,,1188
2022-06-21,Middlesex,Newton,75+ Years,7438,8837,7823,6796,,1014
2022-06-21,Middlesex,Newton,Total,91690,93677,82448,57454,,11229
2022-06-21,Norfolk,Wellesley,5-11 Years,2692,2312,2053,263,,259
2022-06-21,Norfolk,Wellesley,12-15 Years,1831,2041,1891,1011,,150
2022-06-21,Norfolk,Wellesley,16-19 Years,3319,2507,2005,1352,,502
2022-06-21,Norfolk,Wellesley,20-29 Years,4462,3652,2644,1523,,1008
2022-06-21,Norfolk,Wellesley,30-49 Years,5413,5422,4808,3511,,614
2022-06-21,Norfolk,Wellesley,50-64 Years,5510,6116,5556,4541,,560
2022-06-21,Norfolk,Wellesley,65-74 Years,2621,2603,2310,1951,,293
2022-06-21,Norfolk,Wellesley,75+ Years,2135,2384,2124,1858,,260
2022-06-21,Norfolk,Wellesley,Total,29713,27041,23391,16010,,3650
2022-06-28,Suffolk,Chelsea,0-4 Years,3012,22,0,0,,22
2022-06-28,Suffolk,Chelsea,5-11 Years,3144,2280,1633,59,,647
2022-06-28,Suffolk,Chelsea,12-15 Years,1768,2271,1883,454,,388
2022-06-28,Suffolk,Chelsea,16-19 Years,1762,2296,1755,580,,541
2022-06-28,Suffolk,Chelsea,20-29 Years,6169,6975,5505,1782,,1470
2022-06-28,Suffolk,Chelsea,30-49 Years,11744,14010,11624,5018,,2386
2022-06-28,Suffolk,Chelsea,50-64 Years,5861,7068,6030,3724,,1038
2022-06-28,Suffolk,Chelsea,65-74 Years,2091,2533,2248,1663,,285
2022-06-28,Suffolk,Chelsea,75+ Years,1470,1717,1495,1159,,222
2022-06-28,Suffolk,Chelsea,Total,36918,39172,32173,14439,,6999
2022-06-28,Suffolk,Revere,0-4 Years,3705,13,0,0,,13
2022-06-28,Suffolk,Revere,5-11 Years,4263,2356,1889,67,,467
2022-06-28,Suffolk,Revere,12-15 Years,2613,2589,2263,473,,326
2022-06-28,Suffolk,Revere,16-19 Years,2844,2755,2359,895,,396
2022-06-28,Suffolk,Revere,20-29 Years,8303,8932,7356,2635,,1576
2022-06-28,Suffolk,Revere,30-49 Years,17704,18705,16016,6957,,2689
2022-06-28,Suffolk,Revere,50-64 Years,12184,11301,10069,6155,,1232
2022-06-28,Suffolk,Revere,65-74 Years,5047,4773,4307,3234,,466
2022-06-28,Suffolk,Revere,75+ Years,4312,3545,3084,2395,,461
2022-06-28,Suffolk,Revere,Total,60849,54969,47343,22811,,7626
2022-06-28,Middlesex,Newton,0-4 Years,4512,409,0,0,,409
2022-06-28,Middlesex,Newton,5-11 Years,7106,7116,6496,1424,,620
2022-06-28,Middlesex,Newton,12-15 Years,4932,6057,5453,3252,,604
2022-06-28,Middlesex,Newton,16-19 Years,8328,5938,5078,3437,,860
2022-06-28,Middlesex,Newton,20-29 Years,12487,11004,8833,5221,,2171
2022-06-28,Middlesex,Newton,30-49 Years,19705,22975,20179,14379,,2796
2022-06-28,Middlesex,Newton,50-64 Years,17494,20155,18150,14447,,2005
2022-06-28,Middlesex,Newton,65-74 Years,9937,11664,10477,8782,,1187
2022-06-28,Middlesex,Newton,75+ Years,7438,8836,7829,6807,,1007
2022-06-28,Middlesex,Newton,Total,91690,94154,82495,57749,,11659
2022-06-28,Norfolk,Wellesley,0-4 Years,1750,107,0,0,,107
2022-06-28,Norfolk,Wellesley,5-11 Years,2691,2326,2061,324,,265
2022-06-28,Norfolk,Wellesley,12-15 Years,1830,2041,1890,1026,,151
2022-06-28,Norfolk,Wellesley,16-19 Years,3319,2510,2006,1356,,504
2022-06-28,Norfolk,Wellesley,20-29 Years,4462,3655,2646,1527,,1009
2022-06-28,Norfolk,Wellesley,30-49 Years,5413,5434,4815,3516,,619
2022-06-28,Norfolk,Wellesley,50-64 Years,5509,6120,5565,4550,,555
2022-06-28,Norfolk,Wellesley,65-74 Years,2621,2603,2312,1953,,291
2022-06-28,Norfolk,Wellesley,75+ Years,2134,2387,2126,1861,,261
2022-06-28,Norfolk,Wellesley,Total,29713,27183,23421,16113,,3762
2022-07-05,Suffolk,Chelsea,0-4 Years,3012,42,0,0,,42
2022-07-05,Suffolk,Chelsea,5-11 Years,3144,2291,1640,69,,651
2022-07-05,Suffolk,Chelsea,12-15 Years,1768,2271,1883,458,,388
2022-07-05,Suffolk,Chelsea,16-19 Years,1762,2299,1755,586,,544
2022-07-05,Suffolk,Chelsea,20-29 Years,6169,6979,5508,1786,,1471
2022-07-05,Suffolk,Chelsea,30-49 Years,11744,14011,11624,5030,,2387
2022-07-05,Suffolk,Chelsea,50-64 Years,5861,7066,6032,3736,,1034
2022-07-05,Suffolk,Chelsea,65-74 Years,2091,2535,2251,1668,,284
2022-07-05,Suffolk,Chelsea,75+ Years,1470,1718,1499,1163,,219
2022-07-05,Suffolk,Chelsea,Total,36918,39212,32192,14496,,7020
2022-07-05,Suffolk,Revere,0-4 Years,3705,37,0,0,,37
2022-07-05,Suffolk,Revere,5-11 Years,4263,2358,1898,81,,460
2022-07-05,Suffolk,Revere,12-15 Years,2613,2590,2263,487,,327
2022-07-05,Suffolk,Revere,16-19 Years,2844,2757,2365,910,,392
2022-07-05,Suffolk,Revere,20-29 Years,8303,8949,7370,2650,,1579
2022-07-05,Suffolk,Revere,30-49 Years,17704,18718,16027,6983,,2691
2022-07-05,Suffolk,Revere,50-64 Years,12184,11315,10079,6179,,1236
2022-07-05,Suffolk,Revere,65-74 Years,5047,4767,4303,3241,,464
2022-07-05,Suffolk,Revere,75+ Years,4312,3535,3082,2404,,453
2022-07-05,Suffolk,Revere,Total,60849,55026,47387,22935,,7639
2022-07-05,Middlesex,Newton,0-4 Years,4512,666,0,0,,666
2022-07-05,Middlesex,Newton,5-11 Years,7106,7134,6506,1519,,628
2022-07-05,Middlesex,Newton,12-15 Years,4932,6059,5455,3270,,604
2022-07-05,Middlesex,Newton,16-19 Years,8328,5933,5078,3448,,855
2022-07-05,Middlesex,Newton,20-29 Years,12487,11010,8838,5225,,2172
2022-07-05,Middlesex,Newton,30-49 Years,19705,22981,20186,14386,,2795
2022-07-05,Middlesex,Newton,50-64 Years,17494,20161,18155,14461,,2006
2022-07-05,Middlesex,Newton,65-74 Years,9937,11673,10478,8788,,1195
2022-07-05,Middlesex,Newton,75+ Years,7438,8835,7824,6810,,1011
2022-07-05,Middlesex,Newton,Total,91690,94452,82520,57907,,11932
2022-07-05,Norfolk,Wellesley,0-4 Years,1750,182,0,0,,182
2022-07-05,Norfolk,Wellesley,5-11 Years,2691,2341,2078,350,,263
2022-07-05,Norfolk,Wellesley,12-15 Years,1830,2043,1893,1032,,150
2022-07-05,Norfolk,Wellesley,16-19 Years,3319,2512,2005,1359,,507
2022-07-05,Norfolk,Wellesley,20-29 Years,4462,3657,2648,1528,,1009
2022-07-05,Norfolk,Wellesley,30-49 Years,5413,5437,4819,3520,,618
2022-07-05,Norfolk,Wellesley,50-64 Years,5509,6124,5568,4553,,556
2022-07-05,Norfolk,Wellesley,65-74 Years,2621,2602,2309,1951,,293
2022-07-05,Norfolk,Wellesley,75+ Years,2134,2387,2128,1864,,259
2022-07-05,Norfolk,Wellesley,Total,29713,27285,23448,16157,,3837
2022-07-12,Suffolk,Chelsea,0-4 Years,3243,68,0,0,0,68
2022-07-12,Suffolk,Chelsea,5-11 Years,3649,2303,1656,84,0,647
2022-07-12,Suffolk,Chelsea,12-15 Years,1955,2272,1885,470,1,387
2022-07-12,Suffolk,Chelsea,16-19 Years,1897,2300,1759,595,1,541
2022-07-12,Suffolk,Chelsea,20-29 Years,6620,6983,5510,1791,15,1473
2022-07-12,Suffolk,Chelsea,30-49 Years,13206,14013,11625,5035,100,2388
2022-07-12,Suffolk,Chelsea,50-64 Years,6376,7066,6032,3746,722,1034
2022-07-12,Suffolk,Chelsea,65-74 Years,2242,2535,2251,1672,620,284
2022-07-12,Suffolk,Chelsea,75+ Years,1595,1716,1499,1166,554,217
2022-07-12,Suffolk,Chelsea,Total,40787,39256,32217,14559,2013,7039
2022-07-12,Suffolk,Revere,0-4 Years,3785,67,0,0,,67
2022-07-12,Suffolk,Revere,5-11 Years,4684,2375,1903,89,,472
2022-07-12,Suffolk,Revere,12-15 Years,2734,2594,2266,497,2,328
2022-07-12,Suffolk,Revere,16-19 Years,2875,2762,2366,916,4,396
2022-07-12,Suffolk,Revere,20-29 Years,8324,8948,7368,2659,23,1580
2022-07-12,Suffolk,Revere,30-49 Years,18441,18711,16018,6998,111,2693
2022-07-12,Suffolk,Revere,50-64 Years,12047,11320,10083,6194,928,1237
2022-07-12,Suffolk,Revere,65-74 Years,4983,4770,4305,3252,1045,465
2022-07-12,Suffolk,Revere,75+ Years,4309,3536,3085,2407,942,451
2022-07-12,Suffolk,Revere,Total,62185,55083,47394,23012,3055,7689
2022-07-12,Middlesex,Newton,0-4 Years,4275,827,0,0,0,827
2022-07-12,Middlesex,Newton,5-11 Years,7271,7142,6535,1627,2,607
2022-07-12,Middlesex,Newton,12-15 Years,4707,6058,5458,3300,8,600
2022-07-12,Middlesex,Newton,16-19 Years,7883,5932,5081,3463,38,851
2022-07-12,Middlesex,Newton,20-29 Years,11715,11016,8841,5226,123,2175
2022-07-12,Middlesex,Newton,30-49 Years,19435,22993,20196,14410,605,2797
2022-07-12,Middlesex,Newton,50-64 Years,17052,20161,18173,14485,5458,1988
2022-07-12,Middlesex,Newton,65-74 Years,9331,11674,10481,8797,5069,1193
2022-07-12,Middlesex,Newton,75+ Years,7251,8836,7829,6821,4239,1007
2022-07-12,Middlesex,Newton,Total,88923,94639,82594,58129,15542,12045
2022-07-12,Norfolk,Wellesley,0-4 Years,1624,231,0,0,0,231
2022-07-12,Norfolk,Wellesley,5-11 Years,2706,2347,2080,376,2,267
2022-07-12,Norfolk,Wellesley,12-15 Years,1761,2046,1894,1039,1,152
2022-07-12,Norfolk,Wellesley,16-19 Years,3236,2515,2005,1364,6,510
2022-07-12,Norfolk,Wellesley,20-29 Years,4280,3657,2647,1527,34,1010
2022-07-12,Norfolk,Wellesley,30-49 Years,5488,5443,4823,3527,140,620
2022-07-12,Norfolk,Wellesley,50-64 Years,5624,6122,5571,4560,1611,551
2022-07-12,Norfolk,Wellesley,65-74 Years,2647,2602,2310,1953,1098,292
2022-07-12,Norfolk,Wellesley,75+ Years,2179,2386,2131,1869,1172,255
2022-07-12,Norfolk,Wellesley,Total,29549,27349,23461,16215,4064,3888
2022-07-19,Suffolk,Chelsea,0-4 Years,3243,100,2,0,0,98
2022-07-19,Suffolk,Chelsea,5-11 Years,3650,2332,1676,113,0,656
2022-07-19,Suffolk,Chelsea,12-15 Years,1955,2278,1888,480,1,390
2022-07-19,Suffolk,Chelsea,16-19 Years,1897,2302,1760,605,1,542
2022-07-19,Suffolk,Chelsea,20-29 Years,6620,6990,5514,1806,15,1476
2022-07-19,Suffolk,Chelsea,30-49 Years,13206,14013,11621,5051,107,2392
2022-07-19,Suffolk,Chelsea,50-64 Years,6377,7073,6038,3768,768,1035
2022-07-19,Suffolk,Chelsea,65-74 Years,2243,2538,2256,1684,644,282
2022-07-19,Suffolk,Chelsea,75+ Years,1595,1715,1500,1171,564,215
2022-07-19,Suffolk,Chelsea,Total,40787,39341,32255,14678,2100,7086
2022-07-19,Suffolk,Revere,0-4 Years,3785,86,2,0,0,84
2022-07-19,Suffolk,Revere,5-11 Years,4684,2386,1912,104,0,474
2022-07-19,Suffolk,Revere,12-15 Years,2735,2596,2267,514,2,329
2022-07-19,Suffolk,Revere,16-19 Years,2876,2765,2371,930,4,394
2022-07-19,Suffolk,Revere,20-29 Years,8324,8963,7373,2678,24,1590
2022-07-19,Suffolk,Revere,30-49 Years,18442,18712,16024,7034,122,2688
2022-07-19,Suffolk,Revere,50-64 Years,12047,11319,10088,6218,992,1231
2022-07-19,Suffolk,Revere,65-74 Years,4983,4771,4311,3263,1091,460
2022-07-19,Suffolk,Revere,75+ Years,4310,3534,3088,2418,984,446
2022-07-19,Suffolk,Revere,Total,62186,55132,47436,23159,3219,7696
2022-07-19,Middlesex,Newton,0-4 Years,4275,1036,60,0,0,976
2022-07-19,Middlesex,Newton,5-11 Years,7271,7168,6552,1738,2,616
2022-07-19,Middlesex,Newton,12-15 Years,4707,6071,5470,3340,8,601
2022-07-19,Middlesex,Newton,16-19 Years,7883,5935,5083,3487,40,852
2022-07-19,Middlesex,Newton,20-29 Years,11715,11026,8846,5240,128,2180
2022-07-19,Middlesex,Newton,30-49 Years,19435,23002,20209,14438,655,2793
2022-07-19,Middlesex,Newton,50-64 Years,17053,20179,18193,14529,5710,1986
2022-07-19,Middlesex,Newton,65-74 Years,9332,11668,10487,8817,5185,1181
2022-07-19,Middlesex,Newton,75+ Years,7251,8839,7833,6840,4323,1006
2022-07-19,Middlesex,Newton,Total,88923,94924,82733,58429,16051,12191
2022-07-19,Norfolk,Wellesley,0-4 Years,1625,295,23,,,272
2022-07-19,Norfolk,Wellesley,5-11 Years,2706,2357,2091,406,2,266
2022-07-19,Norfolk,Wellesley,12-15 Years,1762,2050,1904,1051,1,146
2022-07-19,Norfolk,Wellesley,16-19 Years,3237,2516,2003,1370,6,513
2022-07-19,Norfolk,Wellesley,20-29 Years,4280,3658,2652,1535,38,1006
2022-07-19,Norfolk,Wellesley,30-49 Years,5489,5442,4825,3528,150,617
2022-07-19,Norfolk,Wellesley,50-64 Years,5625,6124,5574,4571,1699,550
2022-07-19,Norfolk,Wellesley,65-74 Years,2647,2604,2314,1963,1126,290
2022-07-19,Norfolk,Wellesley,75+ Years,2179,2382,2130,1866,1187,252
2022-07-19,Norfolk,Wellesley,Total,29550,27428,23516,16290,4209,3912
2022-07-26,Suffolk,Chelsea,0-4 Years,3243,127,11,0,0,116
2022-07-26,Suffolk,Chelsea,5-11 Years,3649,2347,1687,131,0,660
2022-07-26,Suffolk,Chelsea,12-15 Years,1955,2284,1893,490,1,391
2022-07-26,Suffolk,Chelsea,16-19 Years,1897,2306,1765,612,1,541
2022-07-26,Suffolk,Chelsea,20-29 Years,6620,6996,5523,1822,16,1473
2022-07-26,Suffolk,Chelsea,30-49 Years,13206,14018,11627,5075,112,2391
2022-07-26,Suffolk,Chelsea,50-64 Years,6376,7071,6036,3790,819,1035
2022-07-26,Suffolk,Chelsea,65-74 Years,2242,2538,2261,1693,679,277
2022-07-26,Suffolk,Chelsea,75+ Years,1595,1715,1501,1178,581,214
2022-07-26,Suffolk,Chelsea,Total,40787,39402,32304,14791,2209,7098
2022-07-26,Suffolk,Revere,0-4 Years,3785,120,12,0,0,108
2022-07-26,Suffolk,Revere,5-11 Years,4684,2407,1926,128,0,481
2022-07-26,Suffolk,Revere,12-15 Years,2734,2602,2271,538,2,331
2022-07-26,Suffolk,Revere,16-19 Years,2875,2771,2374,944,4,397
2022-07-26,Suffolk,Revere,20-29 Years,8324,8969,7380,2696,25,1589
2022-07-26,Suffolk,Revere,30-49 Years,18441,18728,16039,7075,134,2689
2022-07-26,Suffolk,Revere,50-64 Years,12047,11337,10105,6248,1092,1232
2022-07-26,Suffolk,Revere,65-74 Years,4983,4777,4312,3275,1134,465
2022-07-26,Suffolk,Revere,75+ Years,4309,3529,3088,2421,1015,441
2022-07-26,Suffolk,Revere,Total,62185,55240,47507,23325,3406,7733
2022-07-26,Middlesex,Newton,0-4 Years,4275,1181,338,0,0,843
2022-07-26,Middlesex,Newton,5-11 Years,7271,7194,6562,1828,2,632
2022-07-26,Middlesex,Newton,12-15 Years,4707,6076,5483,3369,10,593
2022-07-26,Middlesex,Newton,16-19 Years,7883,5941,5085,3492,44,856
2022-07-26,Middlesex,Newton,20-29 Years,11715,11029,8854,5254,133,2175
2022-07-26,Middlesex,Newton,30-49 Years,19435,23003,20218,14475,685,2785
2022-07-26,Middlesex,Newton,50-64 Years,17052,20187,18215,14562,5902,1972
2022-07-26,Middlesex,Newton,65-74 Years,9331,11667,10498,8845,5290,1169
2022-07-26,Middlesex,Newton,75+ Years,7251,8837,7833,6848,4387,1004
2022-07-26,Middlesex,Newton,Total,88923,95115,83086,58673,16453,12029
2022-07-26,Norfolk,Wellesley,0-4 Years,1624,343,80,0,0,263
2022-07-26,Norfolk,Wellesley,5-11 Years,2706,2364,2095,428,2,269
2022-07-26,Norfolk,Wellesley,12-15 Years,1761,2052,1906,1064,1,146
2022-07-26,Norfolk,Wellesley,16-19 Years,3236,2515,2008,1387,8,507
2022-07-26,Norfolk,Wellesley,20-29 Years,4280,3658,2652,1541,38,1006
2022-07-26,Norfolk,Wellesley,30-49 Years,5488,5445,4826,3536,157,619
2022-07-26,Norfolk,Wellesley,50-64 Years,5624,6130,5577,4583,1786,553
2022-07-26,Norfolk,Wellesley,65-74 Years,2647,2605,2315,1974,1159,290
2022-07-26,Norfolk,Wellesley,75+ Years,2179,2385,2133,1870,1217,252
2022-07-26,Norfolk,Wellesley,Total,29549,27497,23592,16383,4368,3905
2022-08-02,Suffolk,Chelsea,0-4 Years,3243,156,7,0,0,149
2022-08-02,Suffolk,Chelsea,5-11 Years,3650,2359,1695,152,0,664
2022-08-02,Suffolk,Chelsea,12-15 Years,1955,2281,1897,502,1,384
2022-08-02,Suffolk,Chelsea,16-19 Years,1897,2305,1766,622,2,539
2022-08-02,Suffolk,Chelsea,20-29 Years,6620,6989,5524,1833,18,1465
2022-08-02,Suffolk,Chelsea,30-49 Years,13206,14011,11629,5094,117,2382
2022-08-02,Suffolk,Chelsea,50-64 Years,6377,7071,6036,3805,867,1035
2022-08-02,Suffolk,Chelsea,65-74 Years,2243,2540,2261,1699,694,279
2022-08-02,Suffolk,Chelsea,75+ Years,1595,1717,1503,1182,592,214
2022-08-02,Suffolk,Chelsea,Total,40787,39429,32318,14889,2291,7111
2022-08-02,Suffolk,Revere,0-4 Years,3785,146,4,0,0,142
2022-08-02,Suffolk,Revere,5-11 Years,4684,2429,1934,146,0,495
2022-08-02,Suffolk,Revere,12-15 Years,2735,2605,2273,551,2,332
2022-08-02,Suffolk,Revere,16-19 Years,2876,2775,2375,953,4,400
2022-08-02,Suffolk,Revere,20-29 Years,8324,8985,7390,2718,27,1595
2022-08-02,Suffolk,Revere,30-49 Years,18442,18745,16048,7095,137,2697
2022-08-02,Suffolk,Revere,50-64 Years,12047,11342,10107,6275,1142,1235
2022-08-02,Suffolk,Revere,65-74 Years,4983,4781,4311,3279,1178,470
2022-08-02,Suffolk,Revere,75+ Years,4310,3529,3087,2424,1041,442
2022-08-02,Suffolk,Revere,Total,62186,55337,47529,23441,3531,7808
2022-08-02,Middlesex,Newton,0-4 Years,4275,1305,355,0,0,950
2022-08-02,Middlesex,Newton,5-11 Years,7271,7229,6582,1934,3,647
2022-08-02,Middlesex,Newton,12-15 Years,4707,6081,5482,3387,10,599
2022-08-02,Middlesex,Newton,16-19 Years,7883,5938,5085,3511,49,853
2022-08-02,Middlesex,Newton,20-29 Years,11715,11035,8854,5261,140,2181
2022-08-02,Middlesex,Newton,30-49 Years,19435,23003,20226,14502,723,2777
2022-08-02,Middlesex,Newton,50-64 Years,17053,20186,18220,14584,6066,1966
2022-08-02,Middlesex,Newton,65-74 Years,9332,11675,10515,8851,5361,1160
2022-08-02,Middlesex,Newton,75+ Years,7251,8836,7837,6859,4446,999
2022-08-02,Middlesex,Newton,Total,88923,95288,83156,58889,16798,12132
2022-08-02,Norfolk,Wellesley,0-4 Years,1625,375,64,0,0,311
2022-08-02,Norfolk,Wellesley,5-11 Years,2706,2373,2099,454,2,274
2022-08-02,Norfolk,Wellesley,12-15 Years,1762,2054,1906,1070,1,148
2022-08-02,Norfolk,Wellesley,16-19 Years,3237,2516,2009,1387,9,507
2022-08-02,Norfolk,Wellesley,20-29 Years,4280,3662,2653,1541,40,1009
2022-08-02,Norfolk,Wellesley,30-49 Years,5489,5445,4828,3543,160,617
2022-08-02,Norfolk,Wellesley,50-64 Years,5625,6135,5579,4585,1820,556
2022-08-02,Norfolk,Wellesley,65-74 Years,2647,2608,2317,1977,1171,291
2022-08-02,Norfolk,Wellesley,75+ Years,2179,2385,2132,1870,1230,253
2022-08-02,Norfolk,Wellesley,Total,29550,27553,23587,16427,4433,3966
2022-08-09,Suffolk,Chelsea,0-4 Years,3243,178,13,0,0,165
2022-08-09,Suffolk,Chelsea,5-11 Years,3650,2370,1710,166,0,660
2022-08-09,Suffolk,Chelsea,12-15 Years,1955,2282,1898,510,1,384
2022-08-09,Suffolk,Chelsea,16-19 Years,1897,2305,1766,628,5,539
2022-08-09,Suffolk,Chelsea,20-29 Years,6620,6988,5525,1842,18,1463
2022-08-09,Suffolk,Chelsea,30-49 Years,13206,14006,11634,5108,124,2372
2022-08-09,Suffolk,Chelsea,50-64 Years,6377,7073,6039,3821,899,1034
2022-08-09,Suffolk,Chelsea,65-74 Years,2243,2540,2264,1704,712,276
2022-08-09,Suffolk,Chelsea,75+ Years,1595,1717,1505,1185,609,212
2022-08-09,Suffolk,Chelsea,Total,40787,39459,32354,14964,2368,7105
2022-08-09,Suffolk,Revere,0-4 Years,3785,170,9,0,0,161
2022-08-09,Suffolk,Revere,5-11 Years,4684,2448,1941,152,0,507
2022-08-09,Suffolk,Revere,12-15 Years,2735,2605,2273,564,2,332
2022-08-09,Suffolk,Revere,16-19 Years,2876,2777,2381,967,5,396
2022-08-09,Suffolk,Revere,20-29 Years,8324,8987,7389,2728,27,1598
2022-08-09,Suffolk,Revere,30-49 Years,18442,18756,16059,7122,143,2697
2022-08-09,Suffolk,Revere,50-64 Years,12047,11354,10117,6291,1190,1237
2022-08-09,Suffolk,Revere,65-74 Years,4983,4782,4312,3286,1209,470
2022-08-09,Suffolk,Revere,75+ Years,4310,3534,3089,2427,1064,445
2022-08-09,Suffolk,Revere,Total,62186,55413,47570,23537,3640,7843
2022-08-09,Middlesex,Newton,0-4 Years,4275,1382,456,0,0,926
2022-08-09,Middlesex,Newton,5-11 Years,7271,7253,6600,1989,3,653
2022-08-09,Middlesex,Newton,12-15 Years,4707,6074,5480,3400,10,594
2022-08-09,Middlesex,Newton,16-19 Years,7883,5937,5085,3518,54,852
